work_key,title,author,publishers,first_sale_month,active_months,lifetime_net_sales,cum_1m_net_sales,observed_1m,cum_3m_net_sales,observed_3m,cum_6m_net_sales,observed_6m,cum_12m_net_sales,observed_12m,platform_count_12m,top_platform_share_12m
귀환 대마법사의 힐링 라이프|||나노제이,귀환 대마법사의 힐링 라이프,나노제이,포텐,2022-08,41,2811095,1082595,Y,2533760,Y,2656907,Y,2747433,Y,1,1.0
귀환무관|||,귀환무관,,포텐,2022-08,41,6903270,135428,Y,1974847,Y,2223307,Y,4943053,Y,7,0.5818
금수저 생활백서|||,금수저 생활백서,,포텐,2022-08,27,41400875,987392,Y,3866240,Y,23619775,Y,38350882,Y,6,0.4111
대물공자|||워드벤처,대물공자,워드벤처,프로무림,2022-08,41,3864114,138530,Y,241080,Y,343140,Y,3262146,Y,6,0.7705
도시의 남자|||이원호,도시의 남자,이원호,프로무림,2022-08,24,152519,11200,Y,19048,Y,33185,Y,59427,Y,1,1.0
"종횡무진|||용대운,별도",종횡무진,"용대운,별도",프로무림,2022-08,1,1890,1890,Y,1890,Y,1890,Y,1890,Y,1,1.0
챔피언|||이원호,챔피언,이원호,프로무림,2022-08,25,161312,20195,Y,42283,Y,56031,Y,79863,Y,1,1.0
천년만에 귀환한 대마검사|||,천년만에 귀환한 대마검사,,포텐,2022-08,41,5638355,163527,Y,1276190,Y,3474071,Y,4239427,Y,6,0.5092
태평천하|||갈라전,태평천하,갈라전,프로무림,2022-08,9,10556,700,Y,1400,Y,2100,Y,2800,Y,2,0.75
포영매|||설봉,포영매,설봉,프로무림,2022-08,13,70458,9600,Y,12800,Y,26240,Y,29854,Y,3,0.4502
TS 에로 게임 탈출기|||외도정사,TS 에로 게임 탈출기,외도정사,프로무림,2022-09,40,361219,3570,Y,28553,Y,73761,Y,130762,Y,11,0.4134
밤의 황|||이원호,밤의 황,이원호,프로무림,2022-09,23,145078,14429,Y,30089,Y,43002,Y,74786,Y,1,1.0
샷 오브 데스티니|||박성호,샷 오브 데스티니,박성호,프로무림,2022-09,5,24500,7000,Y,7000,Y,8750,Y,15750,Y,2,0.5556
섹스로 지배한다|||용병애쉬,섹스로 지배한다,용병애쉬,프로무림,2022-09,40,2812853,35560,Y,528742,Y,1032742,Y,1492063,Y,12,0.3777
오피스텔|||이원호,오피스텔,이원호,프로무림,2022-09,16,53930,8748,Y,10800,Y,20087,Y,20303,Y,1,1.0
차원을 넘나들며 재벌 되기|||,차원을 넘나들며 재벌 되기,,포텐,2022-09,40,18893964,150080,Y,1030414,Y,3780262,Y,8295372,Y,8,0.285
쾌락노예|||용병애쉬,쾌락노예,용병애쉬,프로무림,2022-09,40,2485376,13230,Y,138877,Y,437914,Y,1036071,Y,13,0.2709
패배용사 약골 용사의 에로 대모험|||외도정사,패배용사 약골 용사의 에로 대모험,외도정사,프로무림,2022-09,37,565459,770,Y,31290,Y,122230,Y,138967,Y,8,0.6611
풍운협|||강태산,풍운협,강태산,프로무림,2022-09,2,13230,6615,Y,6615,Y,6615,Y,13230,Y,1,1.0
Baseball Country|||사용금지,Baseball Country,사용금지,포텐,2022-10,1,70,70,Y,70,Y,70,Y,70,Y,1,1.0
ONE GAME|||김군0619,ONE GAME,김군0619,포텐,2022-10,40,50187458,237825,Y,1918167,Y,7293180,Y,16108372,Y,17,0.3243
SM클럽|||붉은산푸른꽃,SM클럽,붉은산푸른꽃,프로무림,2022-10,39,4267004,41090,Y,239680,Y,975493,Y,1671081,Y,10,0.3212
무인도 하렘 생활기|||외도정사,무인도 하렘 생활기,외도정사,프로무림,2022-10,39,990310,25060,Y,121905,Y,367752,Y,544229,Y,11,0.3113
색마님 안마하신다|||용병애쉬,색마님 안마하신다,용병애쉬,프로무림,2022-10,40,17090265,2427530,Y,4296796,Y,9734282,Y,11855916,Y,15,0.4467
탑 부수는 플레이어|||비비다,탑 부수는 플레이어,비비다,포텐,2022-10,38,1341908,28042,Y,766438,Y,968016,Y,1053404,Y,6,0.9747
하렘으로 세계정복|||용병애쉬,하렘으로 세계정복,용병애쉬,프로무림,2022-10,39,1606474,96950,Y,315043,Y,516490,Y,743186,Y,14,0.4009
M녀 조교|||키제이,M녀 조교,키제이,프로무림,2022-11,38,4353821,329000,Y,920934,Y,1826327,Y,2466544,Y,13,0.3959
나만의 마조 선생님|||순애의망나니,나만의 마조 선생님,순애의망나니,프로무림,2022-11,38,2107394,212590,Y,513207,Y,782544,Y,1306880,Y,13,0.4505
내가 알던 게임이 아니다|||오시안,내가 알던 게임이 아니다,오시안,프로무림,2022-11,38,4979447,421190,Y,1071573,Y,2570867,Y,3240761,Y,14,0.3395
마법 배운 재벌집 늦둥이 외|||서오,마법 배운 재벌집 늦둥이 외,서오,포텐,2022-11,39,28402938,1721602,Y,14123796,Y,17705951,Y,21180632,Y,16,0.1885
범죄자의 일상생활|||니가던진야설,범죄자의 일상생활,니가던진야설,프로무림,2022-11,38,1894509,630,Y,361513,Y,949277,Y,1248768,Y,14,0.3181
이노베이션|||남수아,이노베이션,남수아,프로무림,2022-11,1,2100,2100,Y,2100,Y,2100,Y,2100,Y,1,1.0
철혈기인 미|||와룡강,철혈기인 미,와룡강,프로무림,2022-11,1,11250,11250,Y,11250,Y,11250,Y,11250,Y,1,1.0
핵무기도 만들어 드릴까요 외|||북홀릭,핵무기도 만들어 드릴까요 외,북홀릭,포텐,2022-11,38,852533,151443,Y,253727,Y,293412,Y,449629,Y,1,1.0
경찰청 그 꼴통|||,경찰청 그 꼴통,,포텐,2022-12,37,14265386,2830422,Y,5874830,Y,7188224,Y,7883112,Y,7,0.3875
깜빵에서 재벌까지|||,깜빵에서 재벌까지,,포텐,2022-12,38,34938117,3423623,Y,12553479,Y,17284699,Y,21962751,Y,10,0.3893
나 혼자만 마인|||서초,나 혼자만 마인,서초,포텐,2022-12,28,511171,25690,Y,65672,Y,192171,Y,400078,Y,13,0.3926
누나를 길들이다|||LOCOLOCO,누나를 길들이다,LOCOLOCO,프로무림,2022-12,37,1231865,22190,Y,72240,Y,212358,Y,436275,Y,13,0.2097
아내와 나의 네토라|||총총k,아내와 나의 네토라,총총k,프로무림,2022-12,37,2025968,23730,Y,155820,Y,568304,Y,1013212,Y,12,0.331
어쩌다 근친|||미도파,어쩌다 근친,미도파,프로무림,2022-12,37,31901850,753550,Y,7239151,Y,13672187,Y,20539332,Y,11,0.3643
여친의 언니|||탐욕적인창작자,여친의 언니,탐욕적인창작자,프로무림,2022-12,34,719178,34090,Y,43820,Y,100303,Y,170148,Y,12,0.3867
역전세계의 금태양|||나물반찬,역전세계의 금태양,나물반찬,프로무림,2022-12,37,1448167,75810,Y,319620,Y,497420,Y,747069,Y,11,0.5176
일리언|||사이딘,일리언,사이딘,프로무림,2022-12,1,27930,27930,Y,27930,Y,27930,Y,27930,Y,1,1.0
절망하고 복종하라|||베노맨서,절망하고 복종하라,베노맨서,프로무림,2022-12,36,2325614,104020,Y,464870,Y,1053448,Y,1276479,Y,11,0.5466
줍고보니 괴담백서|||윤원,줍고보니 괴담백서,윤원,포텐,2022-12,20,94481,17399,Y,53027,Y,68021,Y,71902,Y,1,1.0
코드네임 사신|||준강,코드네임 사신,준강,포텐,2022-12,38,58271823,596863,Y,1552080,Y,9604333,Y,16420228,Y,13,0.366
파멸욕구의 마조녀는 타락하고 싶다|||붉은산푸른꽃,파멸욕구의 마조녀는 타락하고 싶다,붉은산푸른꽃,프로무림,2022-12,37,367899,2870,Y,29610,Y,81193,Y,147191,Y,7,0.3833
퐁퐁의 역습|||테서스,퐁퐁의 역습,테서스,프로무림,2022-12,24,274075,8820,Y,30520,Y,97188,Y,126840,Y,9,0.2942
핑거거너FingerGunner 미래|||에스제이(S.J),핑거거너FingerGunner 미래,에스제이(S.J),프로무림,2022-12,1,630,630,Y,630,Y,630,Y,630,Y,1,1.0
대망|||강동호,대망,강동호,포텐,2023-01,37,288729769,2901507,Y,14154373,Y,54791331,Y,157796257,Y,25,0.3136
매지컬 써전|||강산,매지컬 써전,강산,포텐,2023-01,12,46721429,6170752,Y,6170752,Y,13314133,Y,23106574,Y,1,1.0
무한존재|||묵룡,무한존재,묵룡,프로무림,2023-01,2,24500,2450,Y,24500,Y,24500,Y,24500,Y,1,1.0
성공시대|||강동호,성공시대,강동호,포텐,2023-01,37,200332856,2310007,Y,11867524,Y,38018140,Y,116303568,Y,24,0.2339
여후배의 최면|||탐욕적인창작자,여후배의 최면,탐욕적인창작자,프로무림,2023-01,36,564685,2940,Y,12089,Y,64316,Y,150796,Y,10,0.5427
이북 대망|||강동호,이북 대망,강동호,포텐,2023-01,7,5026215,2350788,Y,2896988,Y,4883268,Y,5026215,Y,1,1.0
총수 수를 읽는 남자|||준강,총수 수를 읽는 남자,준강,포텐,2023-01,20,6695794,165573,Y,665270,Y,2605344,Y,6554078,Y,6,0.5016
헬조선의 백수들이여 단결하라|||테서스,헬조선의 백수들이여 단결하라,테서스,프로무림,2023-01,23,73285,980,Y,3269,Y,14826,Y,22176,Y,6,0.584
SM클럽|||푸른산붉은꽃,SM클럽,푸른산붉은꽃,프로무림,2023-02,35,2375558,17920,Y,168000,Y,625721,Y,1389630,Y,6,0.4921
각성자 위탁관리인|||오시안,각성자 위탁관리인,오시안,프로무림,2023-02,35,5660680,608580,Y,950517,Y,1820997,Y,3243005,Y,10,0.4474
각인 예속의 사냥꾼|||오시안,각인 예속의 사냥꾼,오시안,프로무림,2023-02,35,6516452,520870,Y,843700,Y,1843449,Y,3810266,Y,10,0.5171
고려는 천조국이 되기로 하였습니다|||소라게,고려는 천조국이 되기로 하였습니다,소라게,포텐,2023-02,36,137435084,3425,Y,17340749,Y,45871311,Y,94209675,Y,4,0.951
내 몸은 무한재생|||광어,내 몸은 무한재생,광어,포텐,2023-02,35,8553646,95178,Y,1661256,Y,4596797,Y,5897727,Y,16,0.4193
데일리 히어로|||인기영,데일리 히어로,인기영,포텐,2023-02,34,3357960,11690,Y,156690,Y,335565,Y,1253718,Y,19,0.2107
리턴 레이드 헌터|||인기영,리턴 레이드 헌터,인기영,포텐,2023-02,36,11632745,50067,Y,532551,Y,1723115,Y,6626437,Y,23,0.3352
만렙요원 재벌이 되다|||준강,만렙요원 재벌이 되다,준강,포텐,2023-02,36,113726441,1092842,Y,13744260,Y,34156108,Y,53547442,Y,19,0.3904
미라클 테이머|||인기영,미라클 테이머,인기영,포텐,2023-02,36,8344702,39669,Y,490099,Y,1477298,Y,4410355,Y,23,0.304
스킬 복사로 꿀 빱니다|||김현준,스킬 복사로 꿀 빱니다,김현준,포텐,2023-02,36,133709582,389379,Y,16542579,Y,32849443,Y,59099245,Y,19,0.3214
아르디엔 전기|||인기영,아르디엔 전기,인기영,포텐,2023-02,35,6341595,30030,Y,382448,Y,691552,Y,2888992,Y,19,0.2194
얀데레에게 찍혔습니다|||LOCOLOCO,얀데레에게 찍혔습니다,LOCOLOCO,프로무림,2023-02,24,439432,5390,Y,6881,Y,9177,Y,31255,Y,5,0.6464
우연히 주운 외계시계로 인생역|||박재학,우연히 주운 외계시계로 인생역,박재학,포텐,2023-02,36,7868331,1203090,Y,2832550,Y,5212740,Y,5922564,Y,2,0.6765
플라스틱 먹고 살면 생활비 0원|||테서스,플라스틱 먹고 살면 생활비 0원,테서스,프로무림,2023-02,16,183616,6020,Y,7546,Y,7896,Y,8246,Y,4,0.9083
플레이 다이스|||선자은,플레이 다이스,선자은,포텐,2023-02,10,18772,4184,Y,4184,Y,10834,Y,10834,Y,2,0.6138
현대 강림 마스터|||인기영,현대 강림 마스터,인기영,포텐,2023-02,35,4872331,5180,Y,330213,Y,697071,Y,2126610,Y,22,0.1558
현대 귀환 마법사|||인기영,현대 귀환 마법사,인기영,포텐,2023-02,36,33760763,178280,Y,4964477,Y,10008766,Y,19800975,Y,25,0.2
호감 받고 성공 더|||인기영,호감 받고 성공 더,인기영,포텐,2023-02,36,18906160,99876,Y,3549462,Y,6507879,Y,10026470,Y,25,0.2651
S급 작가가 되었다|||워드벤처,S급 작가가 되었다,워드벤처,포텐,2023-03,28,101230,5670,Y,23380,Y,39760,Y,71441,Y,5,0.5946
내 딸은 천재화백|||택이아빠,내 딸은 천재화백,택이아빠,포텐,2023-03,35,11839653,126359,Y,3494022,Y,5665933,Y,8484591,Y,4,0.9336
내가 키운 용사가 나한테 집착한다|||그림,내가 키운 용사가 나한테 집착한다,그림,프로무림,2023-03,29,411776,9366,Y,43386,Y,92426,Y,211748,Y,9,0.6347
리라이프 에이전트|||강동호,리라이프 에이전트,강동호,포텐,2023-03,34,152314360,310970,Y,11871500,Y,19877467,Y,27173282,Y,2,0.9981
모성 애 용사|||키제이,모성 애 용사,키제이,프로무림,2023-03,34,927808,2520,Y,34930,Y,115920,Y,315602,Y,6,0.5657
창병이 돈을 밝힘|||백범(白帆),창병이 돈을 밝힘,백범(白帆),포텐,2023-03,30,12642156,45290,Y,2209550,Y,2479962,Y,7361011,Y,17,0.3263
화가 아빠 다시 살다|||킹묵,화가 아빠 다시 살다,킹묵,포텐,2023-03,35,90869818,2402,Y,17824018,Y,38121526,Y,63747438,Y,2,0.9977
게임 속 유닛|||찬동,게임 속 유닛,찬동,포텐,2023-04,33,2321464,161590,Y,576127,Y,1030922,Y,1547157,Y,4,0.824
모용세가 역대급 천재의 귀환|||독성(송재훈),모용세가 역대급 천재의 귀환,독성(송재훈),포텐,2023-04,34,9456888,259856,Y,536646,Y,2932562,Y,6239426,Y,16,0.2983
미제사건 전담팀|||인디고,미제사건 전담팀,인디고,포텐,2023-04,34,25173662,146594,Y,4787299,Y,8327267,Y,11844565,Y,2,0.997
악마의 경쟁회귀 시스템에 들어와 버렸다|||테서스,악마의 경쟁회귀 시스템에 들어와 버렸다,테서스,올나이트노벨|프로무림,2023-04,29,594295,700,Y,79660,Y,115150,Y,204952,Y,7,0.5342
연기를 너무 잘함|||승윤,연기를 너무 잘함,승윤,포텐,2023-04,30,1738009,1496,Y,2107,Y,4693,Y,1009604,Y,19,0.2328
제32장 다시 송풍단으로3|||사마달,제32장 다시 송풍단으로3,사마달,프로무림,2023-04,4,2310,420,Y,420,Y,420,Y,2310,Y,1,1.0
판타지섹스타|||손글씨,판타지섹스타,손글씨,올나이트노벨,2023-04,21,208476,15120,Y,75880,Y,82600,Y,134072,Y,2,0.7003
회귀로 나 혼자 독식|||쩡킴,회귀로 나 혼자 독식,쩡킴,포텐,2023-04,28,15076979,11415376,Y,11667462,Y,12710463,Y,13495742,Y,2,0.9979
고인물 무림에 가다|||갈드,고인물 무림에 가다,갈드,포텐,2023-05,33,8239061,350,Y,198618,Y,2485408,Y,3054349,Y,7,0.7557
골 때리는 엄마들|||미도파,골 때리는 엄마들,미도파,올나이트노벨,2023-05,33,12638843,489230,Y,1378540,Y,1802960,Y,5657489,Y,7,0.4125
능력 믿고 막 간다10|||반취객,능력 믿고 막 간다10,반취객,포텐,2023-05,2,1890,1260,Y,1890,Y,1890,Y,1890,Y,1,1.0
능력 믿고 막 간다11|||반취객,능력 믿고 막 간다11,반취객,포텐,2023-05,2,1890,1260,Y,1890,Y,1890,Y,1890,Y,1,1.0
능력 믿고 막 간다12|||반취객,능력 믿고 막 간다12,반취객,포텐,2023-05,2,1890,1260,Y,1890,Y,1890,Y,1890,Y,1,1.0
능력 믿고 막 간다13|||반취객,능력 믿고 막 간다13,반취객,포텐,2023-05,2,1890,1260,Y,1890,Y,1890,Y,1890,Y,1,1.0
능력 믿고 막 간다14|||반취객,능력 믿고 막 간다14,반취객,포텐,2023-05,2,1890,1260,Y,1890,Y,1890,Y,1890,Y,1,1.0
능력 믿고 막 간다15|||반취객,능력 믿고 막 간다15,반취객,포텐,2023-05,2,1260,630,Y,1260,Y,1260,Y,1260,Y,1,1.0
능력 믿고 막 간다16|||반취객,능력 믿고 막 간다16,반취객,포텐,2023-05,2,1260,630,Y,1260,Y,1260,Y,1260,Y,1,1.0
능력 믿고 막 간다17|||반취객,능력 믿고 막 간다17,반취객,포텐,2023-05,2,1260,630,Y,1260,Y,1260,Y,1260,Y,1,1.0
능력 믿고 막 간다18|||반취객,능력 믿고 막 간다18,반취객,포텐,2023-05,2,1050,420,Y,1050,Y,1050,Y,1050,Y,1,1.0
능력 믿고 막 간다7|||반취객,능력 믿고 막 간다7,반취객,포텐,2023-05,1,1890,1890,Y,1890,Y,1890,Y,1890,Y,1,1.0
능력 믿고 막 간다8|||반취객,능력 믿고 막 간다8,반취객,포텐,2023-05,1,1890,1890,Y,1890,Y,1890,Y,1890,Y,1,1.0
능력 믿고 막 간다9|||반취객,능력 믿고 막 간다9,반취객,포텐,2023-05,2,1890,1470,Y,1890,Y,1890,Y,1890,Y,1,1.0
대재앙의 플레이어|||이형석,대재앙의 플레이어,이형석,포텐,2023-05,32,5966243,95233,Y,836747,Y,1761967,Y,4180653,Y,22,0.3416
던전팜|||인기영,던전팜,인기영,포텐,2023-05,33,91755233,1365707,Y,39355070,Y,50896613,Y,67344642,Y,2,0.9897
똥녀 가고 여신 온다|||탄마,똥녀 가고 여신 온다,탄마,올나이트노벨|프로무림,2023-05,32,1859446,11270,Y,230650,Y,410620,Y,1102571,Y,10,0.4188
무림미녀전기|||탄마,무림미녀전기,탄마,올나이트노벨|프로무림,2023-05,33,7421405,7280,Y,347600,Y,798890,Y,4085386,Y,11,0.6321
스킬의 제왕|||이형석,스킬의 제왕,이형석,포텐,2023-05,33,17187577,99309,Y,1063626,Y,2997308,Y,12766168,Y,25,0.3115
코인 무한 능력으로 BJ 따먹기|||용병애쉬,코인 무한 능력으로 BJ 따먹기,용병애쉬,프로무림,2023-05,33,7689787,713650,Y,1781220,Y,2872100,Y,4774477,Y,11,0.5418
"폭풍전사|||뇌강, 이광주",폭풍전사,"뇌강, 이광주",프로무림,2023-05,1,2800,2800,Y,2800,Y,2800,Y,2800,Y,1,1.0
SSS급 블러드헌터|||백범,SSS급 블러드헌터,백범,포텐,2023-06,31,4882759,437010,Y,1144071,Y,3337729,Y,4240898,Y,20,0.2833
게임 속 정의로온 기사가 되었다|||이동열,게임 속 정의로온 기사가 되었다,이동열,포텐,2023-06,31,7635135,86997,Y,5363282,Y,6100503,Y,7218998,Y,2,0.9989
능력 믿고 막 간다19|||반취객,능력 믿고 막 간다19,반취객,포텐,2023-06,1,630,630,Y,630,Y,630,Y,630,Y,1,1.0
능력 믿고 막 간다20|||반취객,능력 믿고 막 간다20,반취객,포텐,2023-06,1,630,630,Y,630,Y,630,Y,630,Y,1,1.0
능력 믿고 막 간다21|||반취객,능력 믿고 막 간다21,반취객,포텐,2023-06,1,630,630,Y,630,Y,630,Y,630,Y,1,1.0
능력 믿고 막 간다22|||반취객,능력 믿고 막 간다22,반취객,포텐,2023-06,1,630,630,Y,630,Y,630,Y,630,Y,1,1.0
능력 믿고 막 간다23|||반취객,능력 믿고 막 간다23,반취객,포텐,2023-06,1,630,630,Y,630,Y,630,Y,630,Y,1,1.0
능력 믿고 막 간다24|||반취객,능력 믿고 막 간다24,반취객,포텐,2023-06,1,630,630,Y,630,Y,630,Y,630,Y,1,1.0
능력 믿고 막 간다25|||반취객,능력 믿고 막 간다25,반취객,포텐,2023-06,1,630,630,Y,630,Y,630,Y,630,Y,1,1.0
능력 믿고 막 간다26|||반취객,능력 믿고 막 간다26,반취객,포텐,2023-06,1,630,630,Y,630,Y,630,Y,630,Y,1,1.0
능력 믿고 막 간다27|||반취객,능력 믿고 막 간다27,반취객,포텐,2023-06,1,630,630,Y,630,Y,630,Y,630,Y,1,1.0
능력 믿고 막 간다28|||반취객,능력 믿고 막 간다28,반취객,포텐,2023-06,1,630,630,Y,630,Y,630,Y,630,Y,1,1.0
당가의 실험체가 되었다|||진시월,당가의 실험체가 되었다,진시월,포텐,2023-06,30,3948858,52521,Y,3178255,Y,3290768,Y,3452827,Y,2,0.9984
대기업 말단이 일을 잘함|||동면거북이,대기업 말단이 일을 잘함,동면거북이,포텐,2023-06,31,1032776597,2660,Y,45142061,Y,104579263,Y,245294624,Y,2,0.9987
독식하는 재벌 3세|||서오,독식하는 재벌 3세,서오,포텐,2023-06,32,325947816,27232644,Y,96666024,Y,147097522,Y,206826166,Y,2,0.9911
신체가 강화됨|||탄마,신체가 강화됨,탄마,올나이트노벨|프로무림,2023-06,32,11729581,43050,Y,1014300,Y,1431871,Y,2197512,Y,3,0.9528
야구를 못할 수가 없음|||삼십춘기,야구를 못할 수가 없음,삼십춘기,포텐,2023-06,32,7784728,336091,Y,991861,Y,3343532,Y,5384833,Y,13,0.3263
음공천하|||서호,음공천하,서호,포텐,2023-06,31,16677664,1657778,Y,10087476,Y,11839645,Y,13447520,Y,4,0.9725
재벌이 회귀했는데 뭔들 못하겠어|||흑곰작가,재벌이 회귀했는데 뭔들 못하겠어,흑곰작가,포텐,2023-06,32,48877560,3555866,Y,13137224,Y,26362474,Y,38374339,Y,11,0.4596
제장 최후의 대결2|||청산,제장 최후의 대결2,청산,프로무림,2023-06,1,700,700,Y,700,Y,700,Y,700,Y,1,1.0
e급부터 시작하는 대마법사|||연암,e급부터 시작하는 대마법사,연암,포텐,2023-07,10,4237236,173821,Y,173821,Y,847499,Y,1965786,Y,1,1.0
리턴 에이스|||,리턴 에이스,,포텐,2023-07,31,4183690,52187,Y,446559,Y,1301870,Y,2158186,Y,14,0.299
리턴 에이스|||흑곰작가,리턴 에이스,흑곰작가,포텐,2023-07,31,6781913,263806,Y,3077740,Y,3680108,Y,4272625,Y,19,0.3866
어서 와 마왕은 처음이지|||하늘곰,어서 와 마왕은 처음이지,하늘곰,포텐,2023-07,30,6060231,33927,Y,2917476,Y,3480555,Y,4068393,Y,4,0.9927
재벌집 막내 도련님은 악당입니다|||베이스,재벌집 막내 도련님은 악당입니다,베이스,포텐,2023-07,31,15728754,2315704,Y,5368166,Y,6529191,Y,8354056,Y,3,0.8385
귀환|||사마달,귀환,사마달,프로무림,2023-08,1,660,660,Y,660,Y,660,Y,660,Y,1,1.0
새벽의 오트|||달다,새벽의 오트,달다,프로무림,2023-08,5,30847,29050,Y,29190,Y,29191,Y,30217,Y,2,1.0
곤륜신기|||송재일,곤륜신기,송재일,포텐,2023-09,28,52652775,86048,Y,11468613,Y,19201027,Y,32936330,Y,2,0.99
내 몸은 무한재생|||라마현,내 몸은 무한재생,라마현,포텐,2023-09,27,4723031,621399,Y,1254375,Y,2488888,Y,3319474,Y,14,0.2811
불행을 보는 재벌집 손자|||유재무,불행을 보는 재벌집 손자,유재무,포텐,2023-09,29,173626473,7376814,Y,29766569,Y,74476126,Y,117398362,Y,18,0.3282
빙하기 아포칼립스의 회사원|||희나리T,빙하기 아포칼립스의 회사원,희나리T,포텐,2023-09,29,114727155,5592639,Y,24510570,Y,40737295,Y,55071481,Y,4,0.521
테니스 코트 위의 절대자|||김군0619,테니스 코트 위의 절대자,김군0619,포텐,2023-09,29,79563424,2043035,Y,14129969,Y,31331037,Y,56146657,Y,18,0.5418
게임 속 무기 소환사로 살아남기|||쩡킴,게임 속 무기 소환사로 살아남기,쩡킴,포텐,2023-10,27,5291343,1284983,Y,2530534,Y,3225830,Y,4055231,Y,12,0.9321
올바른 방패 사용|||준준,올바른 방패 사용,준준,포텐,2023-10,1,239868,239868,Y,239868,Y,239868,Y,239868,Y,1,1.0
이번 생도 검뿐이다|||벌꿀오소리,이번 생도 검뿐이다,벌꿀오소리,포텐,2023-10,28,3774542,130006,Y,1942037,Y,2358457,Y,2829195,Y,7,0.9299
절대자는 신혼이다|||글빌런,절대자는 신혼이다,글빌런,포텐,2023-10,28,3894306,111786,Y,2862479,Y,3123068,Y,3235752,Y,2,0.9949
9이닝 야구의 찬가|||김군0619,9이닝 야구의 찬가,김군0619,포텐,2023-11,27,3495087,112050,Y,510204,Y,1357731,Y,2552484,Y,9,0.2586
SSS급 블러드헌터|||,SSS급 블러드헌터,,포텐,2023-11,26,1990755,229516,Y,534638,Y,566400,Y,971646,Y,8,0.3394
곤륜마협|||,곤륜마협,,포텐,2023-11,22,1730539,44238,Y,702902,Y,1191959,Y,1438860,Y,2,0.9999
담천|||송재일,담천,송재일,포텐,2023-11,26,5709553,44571,Y,118545,Y,270266,Y,3688423,Y,14,0.3678
뽑기로 SSS급 군단 육성|||이세계사장,뽑기로 SSS급 군단 육성,이세계사장,포텐,2023-11,27,13382014,351273,Y,2132728,Y,2995753,Y,8860135,Y,19,0.4024
역대급 야구 천재의 탄생|||삼십춘기,역대급 야구 천재의 탄생,삼십춘기,포텐,2023-11,27,10539012,638394,Y,3642192,Y,4354622,Y,6207144,Y,19,0.2066
익스트림 블랙홀3|||정우식,익스트림 블랙홀3,정우식,프로무림,2023-11,1,600,600,Y,600,Y,600,Y,600,Y,1,1.0
자하검신|||초일,자하검신,초일,포텐,2023-11,26,2149924,50790,Y,497936,Y,1455297,Y,1846196,Y,18,0.4173
전설 속 검신의 재림|||김조선,전설 속 검신의 재림,김조선,포텐,2023-11,26,8116054,2894693,Y,4154110,Y,5234549,Y,6906648,Y,17,0.9171
튜토리얼로 EX급|||삼십춘기,튜토리얼로 EX급,삼십춘기,포텐,2023-11,26,1889297,99736,Y,604628,Y,737129,Y,1222579,Y,20,0.2808
환생혈마|||,환생혈마,,포텐,2023-11,19,492375,12927,Y,301417,Y,379884,Y,433492,Y,10,0.2325
담천 최종|||송재일,담천 최종,송재일,포텐,2023-12,25,2535202,74277,Y,318276,Y,1547450,Y,2040039,Y,15,0.5786
모용세가 역대급 천재의 귀환|||,모용세가 역대급 천재의 귀환,,포텐,2023-12,26,2726546,969367,Y,1104083,Y,1804688,Y,2343997,Y,15,0.4715
무림천재의 무림경영|||와룡강,무림천재의 무림경영,와룡강,포텐,2023-12,25,2924651,970618,Y,1773137,Y,2391783,Y,2585262,Y,2,0.9939
십전 내가 살겠다|||우각,십전 내가 살겠다,우각,프로무림,2023-12,1,2,2,Y,2,Y,2,Y,2,Y,1,1.0
카드빨로 축구 스타|||소구장,카드빨로 축구 스타,소구장,포텐,2023-12,26,19151084,40,Y,2928468,Y,6259782,Y,15206541,Y,24,0.1752
탑 부수는 플레이어|||,탑 부수는 플레이어,,포텐,2023-12,12,312215,26497,Y,166885,Y,228101,Y,242070,Y,3,0.816
걷기만 해도 조만장자|||하늘곰,걷기만 해도 조만장자,하늘곰,포텐,2024-01,25,15439560,336380,Y,5662642,Y,10431251,Y,13017076,Y,21,0.309
귀환자는 왕이 되기로 했다|||야우사,귀환자는 왕이 되기로 했다,야우사,포텐,2024-01,24,6167330,95433,Y,896665,Y,2200649,Y,4426837,Y,13,0.3624
극악 연쇄간살마로 회귀했다|||테서스,극악 연쇄간살마로 회귀했다,테서스,올나이트노벨|포텐,2024-01,24,792746,8694,Y,133281,Y,222717,Y,525279,Y,15,0.2531
성기가 발기되어 천하통일|||테서스,성기가 발기되어 천하통일,테서스,올나이트노벨|포텐,2024-01,24,1796270,37670,Y,303277,Y,473506,Y,1126772,Y,13,0.2886
창병이 돈을 밝힘|||,창병이 돈을 밝힘,,포텐,2024-01,5,57237,20410,Y,25002,Y,25002,Y,52349,Y,2,0.6101
창병이 돈을 밝힘|||백범,창병이 돈을 밝힘,백범,포텐,2024-01,17,155047,15282,Y,55222,Y,104688,Y,153105,Y,3,0.8251
판타지섹스타|||,판타지섹스타,,올나이트노벨,2024-01,5,85932,28728,Y,77868,Y,83916,Y,83916,Y,1,1.0
회사에서 자위하면 생기는 일|||미도파,회사에서 자위하면 생기는 일,미도파,올나이트노벨,2024-01,24,3377225,2520,Y,334935,Y,1324718,Y,2265267,Y,13,0.8478
1980 독식하는 재벌|||독성,1980 독식하는 재벌,독성,포텐,2024-02,24,9664066,854756,Y,3186613,Y,6583059,Y,8860874,Y,10,0.3609
