작품,작가,출판사,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,총합
기인천년,와룡강,프로무림,106600.0,84700.0,113942.0,326758.0,432400.0,168600.0,207280.0,119200.0,68960.0,78900.0,48000.0,80204.0,12300.0,123700.0,47900.0,66800.0,35600.0,86000.0,105955.0,46060.0,33748.0,43820.0,39708.0,28132.0,27416.0,3923676.0,3347716.0,1086260.0,1196240.0,716848.0,423044.0,433640.0,312816.0,392316.0,418280.0,547972.0,406800.0,216692.0,260376.0,189418.0,143656.0,192812.0,188138.0,126192.0,157820.0,176540.0,233932.0,148908.0,213568.0,111379.0,548037.0,279029.0,117817.0,128354.0,143901.0,112194.0,213369.0,166475.0,131712.0,240778.0,20179388.0
무적문주,눈매,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135590.0,1400203.0,1148423.0,890540.0,478205.0,930579.0,444299.0,1120563.0,1141045.0,907015.0,665692.0,847131.0,329680.0,501561.0,1384926.0,587594.0,533968.0,879913.0,215576.0,165360.0,349361.0,232942.0,208308.0,177827.0,119604.0,192245.0,115793.0,83013.0,234752.0,244343.0,224679.0,222852.0,97527.0,136103.0,212377.0,80254.0,71097.0,205550.0,226730.0,130631.0,146132.0,100818.0,132576.0,212684.0,140008.0,77620.0,131479.0,119951.0,153219.0,59774.0,321878.0,19869990.0
곤륜패선,윤신현,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,419133.0,735333.0,850851.0,633740.0,741666.0,8146651.0,3236069.0,1365795.0,843087.0,697173.0,555114.0,737755.0,394218.0,422201.0,19778793.0
카드빨로 축구 스타,소구장,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,808142.0,2120286.0,1583977.0,880957.0,866380.0,1608692.0,3074629.0,1679988.0,762132.0,770056.0,1051262.0,472387.0,384245.0,604599.0,350934.0,237813.0,191368.0,350136.0,326426.0,202311.0,282718.0,274236.0,121550.0,144875.0,19150139.0
차원을 넘나들며 재벌 되기,관측불가,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150080.0,82880.0,797454.0,1094744.0,471481.0,1183623.0,859252.0,506247.0,495217.0,2352622.0,204153.0,97619.0,153932.0,158368.0,61600.0,213919.0,148284.0,117017.0,225268.0,148295.0,40972.0,215182.0,88903.0,82483.0,65576.0,3883894.0,1217607.0,496518.0,346750.0,410170.0,554616.0,416713.0,189168.0,296095.0,209198.0,196094.0,165323.0,281153.0,163462.0,52032.0,18893964.0
호감 받고 성공 더,인기영,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99876.0,2389476.0,1060110.0,791625.0,980285.0,1186507.0,1351879.0,551925.0,263487.0,401005.0,267846.0,682449.0,329090.0,415850.0,354075.0,238056.0,230197.0,169005.0,304626.0,141668.0,1677819.0,1369503.0,382423.0,300002.0,716744.0,238368.0,125268.0,152796.0,457674.0,366803.0,218538.0,218292.0,124292.0,111754.0,96047.0,18765360.0
대걸물,청산,프로무림,407705.0,284356.0,456135.0,391650.0,223930.0,318220.0,378241.0,571270.0,605920.0,558929.0,342181.0,328363.0,618335.0,470359.0,280278.0,317464.0,610806.0,1002372.0,776879.0,597841.0,421914.0,284779.0,379512.0,367241.0,344099.0,411005.0,148302.0,332973.0,103460.0,272568.0,502059.0,303772.0,363262.0,416968.0,209517.0,254198.0,123935.0,144455.0,208442.0,123772.0,213939.0,125250.0,181128.0,135002.0,314932.0,72150.0,75565.0,76139.0,277424.0,88725.0,91091.0,122486.0,79066.0,68859.0,132818.0,328353.0,146648.0,152257.0,216691.0,216731.0,18372721.0
법보다 주먹,관측불가,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326300.0,700487.0,304606.0,197517.0,924051.0,599709.0,3766767.0,1088163.0,3414300.0,5386970.0,515283.0,381124.0,266814.0,397482.0,18269573.0
평화로운 먼치킨 영지,인기영,포텐,1098168.0,714767.0,489980.0,558959.0,471691.0,342281.0,368063.0,511145.0,359556.0,577538.0,437451.0,460432.0,665317.0,379117.0,403567.0,409422.0,981421.0,515947.0,241770.0,219739.0,209499.0,268774.0,278968.0,190958.0,212645.0,199310.0,249164.0,485693.0,404145.0,136004.0,192280.0,227023.0,187247.0,143045.0,130537.0,149064.0,211381.0,125736.0,120262.0,114362.0,67627.0,120419.0,83223.0,55842.0,116691.0,144619.0,95654.0,455620.0,1071567.0,237597.0,144034.0,168266.0,95673.0,104794.0,108613.0,115855.0,44917.0,56518.0,106526.0,62892.0,17899375.0
E급부터 시작하는 대마법사,연암,포텐,0.0,244797.0,197115.0,305312.0,431909.0,174251.0,2688138.0,1102441.0,680425.0,316303.0,148433.0,140514.0,171279.0,108960.0,919317.0,819673.0,161029.0,215560.0,170778.0,112189.0,265990.0,566772.0,1023812.0,296448.0,604019.0,494421.0,294305.0,147604.0,179049.0,153182.0,178714.0,53160.0,233015.0,159395.0,213122.0,111570.0,186554.0,194611.0,190044.0,151943.0,162974.0,111014.0,116694.0,117604.0,161411.0,173940.0,153670.0,99153.0,182102.0,42236.0,161769.0,113889.0,172044.0,143602.0,100897.0,138519.0,80181.0,124913.0,67866.0,66940.0,17297571.0
괴담수집가 회장님,턱선,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251916.0,458651.0,2918436.0,825971.0,545055.0,860383.0,768390.0,215518.0,778591.0,729724.0,197201.0,251822.0,394612.0,315733.0,386055.0,248565.0,187473.0,736627.0,246207.0,192876.0,278167.0,255463.0,283141.0,336482.0,273155.0,413812.0,388455.0,558372.0,268697.0,270479.0,191249.0,230122.0,167784.0,252615.0,240570.0,74977.0,125714.0,165387.0,189345.0,125766.0,139211.0,266109.0,69689.0,159016.0,17233583.0
차원을 넘나들며 재벌 되기,백범,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556570.0,384930.0,332626.0,700582.0,1261965.0,1593674.0,2197442.0,1212576.0,558052.0,391661.0,257800.0,357260.0,283017.0,247814.0,250558.0,116393.0,201853.0,185928.0,121906.0,285708.0,140301.0,392843.0,494009.0,218959.0,241276.0,327201.0,166486.0,248705.0,434006.0,206904.0,195372.0,354738.0,94123.0,253395.0,291467.0,240274.0,257844.0,142004.0,69553.0,78547.0,82010.0,128404.0,115697.0,295016.0,211648.0,17179097.0
스킬의 제왕,이형석,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99309.0,361980.0,602337.0,324486.0,432532.0,1176664.0,632820.0,2217043.0,4123431.0,633888.0,1133790.0,1027888.0,280268.0,450076.0,225227.0,150928.0,337618.0,255375.0,181779.0,358969.0,224078.0,177789.0,345585.0,163810.0,225948.0,220761.0,172159.0,169340.0,122832.0,159335.0,112243.0,60149.0,17160437.0
대공자 가출하셨다,와이번스,포텐,1802509.0,1225783.0,1204399.0,420347.0,162122.0,326175.0,445806.0,570200.0,323515.0,133411.0,196884.0,130390.0,171871.0,285146.0,277623.0,228186.0,213305.0,247225.0,179950.0,797833.0,1338246.0,357676.0,254453.0,273731.0,187411.0,188895.0,259639.0,179774.0,89813.0,171525.0,125702.0,59149.0,181344.0,61099.0,77567.0,113492.0,92617.0,562920.0,102924.0,82163.0,790040.0,118615.0,76303.0,46729.0,58791.0,116907.0,184661.0,467012.0,81720.0,147830.0,156949.0,83255.0,166854.0,63709.0,58898.0,180886.0,100663.0,39064.0,24028.0,54470.0,17120204.0
색마님 안마하신다,용병애쉬,프로무림,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2427530.0,985950.0,883316.0,2332713.0,1982528.0,1122245.0,483457.0,449839.0,303052.0,341077.0,218648.0,325561.0,360219.0,200641.0,292001.0,211490.0,200304.0,238151.0,117688.0,154538.0,184469.0,213416.0,278035.0,295219.0,222209.0,181385.0,349196.0,241206.0,133846.0,161155.0,157490.0,164639.0,130056.0,63322.0,124019.0,82434.0,122765.0,214945.0,139441.0,17090195.0
경찰청 그 꼴통,백범,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53830.0,1581160.0,902370.0,2337160.0,650097.0,89369.0,488367.0,105513.0,1129077.0,1706742.0,626715.0,485344.0,162121.0,197462.0,103077.0,127620.0,90157.0,94300.0,77316.0,148180.0,319277.0,292125.0,479397.0,360516.0,319497.0,444655.0,198483.0,220354.0,244245.0,360780.0,207604.0,226785.0,221696.0,180850.0,108620.0,136071.0,163072.0,188685.0,145395.0,120778.0,89897.0,101952.0,99670.0,103980.0,130710.0,111601.0,98104.0,94005.0,16924781.0
태양전기,윤신현,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8352.0,227416.0,3958737.0,4085344.0,1425927.0,2143335.0,1159967.0,895047.0,799127.0,1045625.0,590092.0,493050.0,16832019.0
돈 주면 힐 해준다,환수림,포텐,28175.0,0.0,2332437.0,5006113.0,823225.0,1229652.0,803057.0,153788.0,147048.0,89588.0,126103.0,346865.0,261955.0,97772.0,207116.0,88904.0,47360.0,76624.0,63679.0,17665.0,21243.0,70489.0,22633.0,90267.0,59989.0,81202.0,77530.0,101760.0,75117.0,68715.0,48759.0,76650.0,91594.0,106158.0,60043.0,61275.0,69176.0,71888.0,63217.0,69614.0,49310.0,69933.0,151509.0,80790.0,47200.0,69411.0,12217.0,410312.0,1418873.0,161005.0,176096.0,114442.0,70343.0,103414.0,54995.0,73702.0,29886.0,129674.0,78165.0,66103.0,16701825.0
음공천하,서호,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657778.0,6730378.0,1699320.0,857707.0,591998.0,302464.0,269712.0,244855.0,530174.0,198937.0,180116.0,184081.0,158867.0,153997.0,763745.0,583243.0,393032.0,311386.0,123302.0,114674.0,60350.0,69267.0,125266.0,23810.0,77282.0,71638.0,42827.0,37413.0,16441.0,47006.0,56598.0,16677664.0
스카우트,예로나,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384650.0,177240.0,111655.0,197800.0,186560.0,431690.0,63415.0,1006271.0,533213.0,120705.0,110184.0,125115.0,174160.0,306231.0,99147.0,67369.0,140351.0,169198.0,249736.0,112021.0,631908.0,289168.0,561299.0,248776.0,63464.0,104641.0,215328.0,121290.0,178148.0,130210.0,135298.0,59240.0,171190.0,192330.0,153590.0,454258.0,2447525.0,2050243.0,609705.0,717249.0,485593.0,186754.0,239847.0,305584.0,205771.0,73163.0,324907.0,156483.0,178194.0,16457867.0
단권 검신재림,윤신현,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072073.0,5282629.0,3315364.0,5717625.0,16387691.0
너희가 정령을 아느냐,철백,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275100.0,333956.0,69300.0,1472506.0,1357697.0,1335416.0,521896.0,617275.0,832922.0,425186.0,330223.0,288528.0,224495.0,312643.0,182962.0,165754.0,218639.0,108210.0,413513.0,344141.0,178121.0,117344.0,97113.0,83828.0,111328.0,129669.0,87961.0,98918.0,98997.0,123199.0,115556.0,240914.0,267539.0,214138.0,20759.0,36376.0,129441.0,80990.0,83026.0,218012.0,918533.0,1684024.0,537335.0,164435.0,301652.0,125842.0,23109.0,53353.0,72036.0,64263.0,57030.0,16365203.0
밀리 재벌가 장남은 가치를 본다,유재무,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3360000.0,5980000.0,1300000.0,730000.0,675000.0,635000.0,665000.0,540000.0,495000.0,420000.0,892640.0,138240.0,92160.0,107520.0,25600.0,163840.0,112640.0,16332640.0
선검,유재무,프로무림,100708.0,25778.0,125124.0,50700.0,147820.0,80800.0,52400.0,27050.0,223040.0,165830.0,65800.0,52310.0,90420.0,149570.0,1000950.0,525190.0,101600.0,290273.0,1110895.0,453267.0,153565.0,228573.0,149294.0,197478.0,142358.0,215596.0,175307.0,62266.0,109188.0,42248.0,142127.0,134760.0,205581.0,35199.0,153565.0,99508.0,134497.0,150251.0,182472.0,153294.0,244480.0,77119.0,137972.0,3553628.0,1820234.0,245325.0,119578.0,149730.0,109450.0,99539.0,203333.0,132268.0,154598.0,146147.0,167977.0,304250.0,253326.0,224087.0,270906.0,136554.0,16257153.0
재벌집 막내 도련님은 악당입니다,베이스,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2315704.0,2188051.0,864411.0,559354.0,293782.0,307889.0,322951.0,410423.0,362499.0,188759.0,261747.0,278486.0,272904.0,302582.0,409628.0,359476.0,548452.0,945733.0,585861.0,358098.0,467279.0,299983.0,319676.0,328652.0,838530.0,475406.0,202500.0,247814.0,213491.0,198263.0,15728384.0
아 아이돌 그렇게 하는 거 아닌데,김악개,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25839.0,10934747.0,2963963.0,1661230.0,15585779.0
걷기만 해도 조만장자,하늘곰,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336380.0,1272259.0,4054003.0,2116454.0,1392603.0,1259552.0,463627.0,346922.0,346452.0,768413.0,536044.0,124367.0,224390.0,147976.0,425212.0,342699.0,186802.0,237583.0,153531.0,93266.0,120249.0,297472.0,118680.0,68001.0,15432937.0
애널리스트,관측불가,올나이트노벨,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702846.0,919430.0,1320851.0,1643362.0,1497016.0,1789069.0,1542595.0,1783941.0,856010.0,776688.0,1198713.0,1073016.0,15103537.0
회귀로 나 혼자 독식,쩡킴,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11415376.0,108213.0,143873.0,107080.0,721635.0,214286.0,105457.0,295927.0,169912.0,95767.0,80640.0,37576.0,15795.0,152044.0,210122.0,53747.0,101439.0,1539.0,1562.0,37995.0,120781.0,109145.0,73327.0,38902.0,38607.0,37181.0,255204.0,333847.0,0.0,0.0,0.0,0.0,0.0,15076979.0
구자패왕,와룡강,프로무림,209910.0,241814.0,251970.0,221054.0,296841.0,231630.0,356533.0,348591.0,302513.0,205786.0,326409.0,308205.0,448050.0,311685.0,294554.0,276900.0,463029.0,284837.0,282949.0,293695.0,390588.0,308480.0,292412.0,354737.0,381069.0,248237.0,336644.0,247243.0,352360.0,219258.0,157900.0,239190.0,247088.0,143888.0,187650.0,172220.0,168446.0,249908.0,174918.0,254698.0,206664.0,170291.0,171652.0,188280.0,172456.0,139772.0,219402.0,213006.0,202388.0,144905.0,231502.0,157616.0,143576.0,180380.0,128298.0,204692.0,120007.0,139719.0,135934.0,202118.0,14556547.0
MG핵무기도 만들어 드림,북홀릭,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2506275.0,1838981.0,2663189.0,2191616.0,4114652.0,1166344.0,14481057.0
카레인,강동호,포텐,285565.0,581408.0,698917.0,480162.0,536318.0,364070.0,330897.0,763749.0,331745.0,265178.0,161860.0,222771.0,287394.0,199967.0,139815.0,120299.0,102071.0,164663.0,111207.0,258744.0,273028.0,76168.0,124323.0,54056.0,127513.0,213004.0,175609.0,79652.0,213872.0,208550.0,208245.0,323080.0,119829.0,204098.0,164177.0,110750.0,229744.0,112434.0,136584.0,110637.0,239378.0,214344.0,60721.0,137643.0,88741.0,593154.0,1146038.0,310996.0,116447.0,291759.0,182591.0,207467.0,196524.0,217697.0,160971.0,124214.0,105583.0,101063.0,124423.0,109676.0,14401583.0
경찰청 그 꼴통,관측불가,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2830422.0,1522512.0,1521896.0,72172.0,1175910.0,65312.0,199558.0,246307.0,108652.0,40768.0,48339.0,51264.0,34048.0,115388.0,43315.0,64838.0,46607.0,38768.0,102844.0,5281.0,40121.0,107529.0,311687.0,1288714.0,1838693.0,515100.0,176564.0,318805.0,222190.0,179132.0,249148.0,124678.0,232831.0,92822.0,90045.0,87437.0,55689.0,14265386.0
무림드래곤,예로나,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401072.0,456815.0,827323.0,627448.0,803771.0,1478736.0,392510.0,404690.0,303467.0,281702.0,288044.0,341556.0,371322.0,237238.0,321303.0,228115.0,222225.0,154853.0,257707.0,194688.0,302954.0,285395.0,265812.0,142223.0,166890.0,161968.0,219789.0,189906.0,165985.0,196116.0,186935.0,83361.0,160575.0,134768.0,221195.0,195062.0,193017.0,152051.0,153663.0,216231.0,140667.0,178755.0,185989.0,103086.0,285730.0,222940.0,325429.0,166037.0,91637.0,14088751.0
낙방학사,형상준,프로무림,151868.0,125745.0,151165.0,197078.0,268469.0,130674.0,135794.0,77980.0,190877.0,94756.0,81292.0,69569.0,276551.0,161538.0,334267.0,416189.0,1532874.0,670012.0,380819.0,482752.0,289671.0,159760.0,92666.0,163763.0,167888.0,395482.0,129502.0,128835.0,186018.0,405385.0,725407.0,285167.0,151655.0,85354.0,224508.0,103715.0,147142.0,193093.0,341612.0,79237.0,71698.0,63589.0,39767.0,69067.0,26829.0,67375.0,157099.0,276129.0,30506.0,42274.0,429313.0,762773.0,81720.0,108654.0,107474.0,352320.0,156401.0,212259.0,132751.0,431669.0,14005796.0
밀리 재벌생활기록부,관측불가,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6670000.0,2840000.0,620000.0,470000.0,465000.0,540000.0,290000.0,440000.0,530000.0,330000.0,391800.0,61440.0,0.0,0.0,0.0,0.0,0.0,13648240.0
슈퍼스타 누구도 막을 수 없어,구라천재,포텐,146830.0,536541.0,154475.0,115126.0,78454.0,130308.0,74403.0,167290.0,226002.0,112782.0,150335.0,92445.0,190856.0,684838.0,407880.0,117337.0,326250.0,490419.0,214044.0,245609.0,165001.0,236542.0,195727.0,146883.0,139679.0,339202.0,84246.0,79459.0,110330.0,452475.0,681213.0,508377.0,285067.0,138172.0,136649.0,173037.0,84838.0,137266.0,116319.0,74681.0,115248.0,343630.0,90340.0,45213.0,90279.0,85757.0,47198.0,60706.0,1803932.0,411031.0,261799.0,278766.0,175656.0,267122.0,110235.0,89304.0,92146.0,103213.0,89368.0,132845.0,13641175.0
뽑기로 SSS급 군단 육성,이세계사장,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351273.0,735300.0,1046155.0,423609.0,216244.0,223172.0,477190.0,363812.0,869454.0,252437.0,2524500.0,1376989.0,324173.0,512704.0,289920.0,674579.0,442016.0,318310.0,230842.0,347612.0,481465.0,301520.0,182813.0,256723.0,49893.0,100716.0,13373421.0
초월자는 분식집을 합니다,제이ST,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133956.0,345254.0,3039032.0,815894.0,285767.0,320663.0,123123.0,177430.0,859141.0,265759.0,172314.0,144025.0,110292.0,70669.0,95571.0,87462.0,41738.0,61350.0,129853.0,268494.0,396119.0,394833.0,680549.0,371920.0,620117.0,577616.0,419462.0,378134.0,370886.0,137194.0,238052.0,161305.0,54600.0,121530.0,90472.0,59261.0,65894.0,88549.0,54463.0,70266.0,21232.0,47679.0,134474.0,13102394.0
호위무사,초우,프로무림,474433.0,416797.0,371814.0,235257.0,317886.0,198409.0,350131.0,471148.0,501635.0,283567.0,315316.0,333534.0,355440.0,198725.0,298926.0,245076.0,190971.0,229998.0,275116.0,240488.0,269064.0,172068.0,215802.0,230859.0,440935.0,198795.0,288197.0,369319.0,326598.0,188839.0,203778.0,251034.0,206806.0,179206.0,145699.0,114504.0,197186.0,230020.0,228516.0,204181.0,163123.0,264285.0,233776.0,257822.0,181415.0,155193.0,245801.0,169298.0,208679.0,187929.0,45874.0,2268.0,3969.0,11025.0,4536.0,0.0,0.0,0.0,0.0,0.0,13101066.0
단권 국세청 망나니,동면거북이,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5525103.0,3889388.0,1349554.0,2332996.0,13097041.0
귀환무관,범탈,포텐,0.0,0.0,0.0,0.0,0.0,0.0,81200.0,2660557.0,726731.0,406868.0,131285.0,196256.0,521581.0,121770.0,235994.0,788415.0,561926.0,212922.0,102000.0,1595695.0,1013460.0,800161.0,170121.0,115312.0,148768.0,95262.0,54261.0,90800.0,22390.0,32900.0,35716.0,29956.0,36070.0,3361.0,3023.0,44916.0,95360.0,69923.0,94158.0,66475.0,164168.0,180854.0,108689.0,104369.0,45295.0,46580.0,17430.0,35387.0,40283.0,69424.0,54220.0,6752.0,33279.0,29734.0,36633.0,135063.0,140049.0,68873.0,120994.0,90999.0,12894668.0
지상 최고의 축구,김군0619,포텐,0.0,0.0,0.0,0.0,0.0,161425.0,822327.0,661454.0,855948.0,498449.0,601653.0,529041.0,759178.0,186505.0,363750.0,420304.0,352273.0,217776.0,214967.0,136499.0,463140.0,202176.0,170988.0,123034.0,245864.0,339424.0,297508.0,250551.0,82309.0,120042.0,245884.0,284310.0,288961.0,112113.0,53345.0,113759.0,118359.0,302009.0,96389.0,138394.0,55594.0,148007.0,16631.0,141657.0,126679.0,119902.0,158805.0,175845.0,262687.0,76838.0,50106.0,95586.0,102600.0,42708.0,26333.0,146494.0,43242.0,29701.0,117563.0,91795.0,12858881.0
풍운기협,예로나,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52570.0,50610.0,42000.0,71370.0,186680.0,134446.0,115938.0,89647.0,26647.0,32231.0,42750.0,793643.0,3717327.0,792434.0,272649.0,453483.0,245575.0,58184.0,138423.0,305791.0,540469.0,426183.0,898870.0,330730.0,118697.0,66242.0,105056.0,73198.0,66657.0,22170.0,20980.0,33273.0,37500.0,13645.0,89849.0,49670.0,210943.0,187648.0,189313.0,252310.0,105310.0,93601.0,48911.0,89629.0,83452.0,79938.0,297971.0,423516.0,114124.0,12692253.0
