timestamp,process,id,ws_mb,pm_mb,cpu_s
2026-03-14T19:01:00.1410892+09:00,codex,4492,81.4,51.3,192.6
2026-03-14T19:01:00.1603244+09:00,python,4936,57.1,44.5,1
