timestamp,process,id,ws_mb,pm_mb,cpu_s
2026-03-14T19:01:32.3028892+09:00,codex,4492,82.4,51.6,213.1
2026-03-14T19:01:32.3038902+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:32.3038902+09:00,python,7560,196.8,400.5,7.3
2026-03-14T19:01:33.3115182+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:33.3115182+09:00,codex,4492,82.4,51.6,213.5
2026-03-14T19:01:33.3128200+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:33.3128200+09:00,python,7560,196.3,399.9,8.2
2026-03-14T19:01:34.3187009+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:34.3187009+09:00,codex,4492,82.4,51.6,213.5
2026-03-14T19:01:34.3187009+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:34.3187009+09:00,python,7560,219.2,427.3,9.2
2026-03-14T19:01:35.3338057+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:35.3338057+09:00,codex,4492,82.4,51.6,213.5
2026-03-14T19:01:35.3353117+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:35.3353117+09:00,python,7560,197.5,401.9,10.1
2026-03-14T19:01:36.3496606+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:36.3506577+09:00,codex,4492,82.4,51.6,213.5
2026-03-14T19:01:36.3516551+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:36.3516551+09:00,python,7560,205.8,410.5,11
2026-03-14T19:01:37.3647245+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:37.3647245+09:00,codex,4492,82.3,51.5,213.5
2026-03-14T19:01:37.3647245+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:37.3647245+09:00,python,7560,209.2,413.6,12
2026-03-14T19:01:38.3750300+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:38.3750300+09:00,codex,4492,82.3,51.5,213.5
2026-03-14T19:01:38.3750300+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:38.3750300+09:00,python,7560,209.3,413.6,13
2026-03-14T19:01:39.3901061+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:39.3901061+09:00,codex,4492,82.3,51.5,213.5
2026-03-14T19:01:39.3911037+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:39.3911037+09:00,python,7560,210.9,414.6,14
2026-03-14T19:01:40.4055492+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:40.4055492+09:00,codex,4492,82.3,51.5,213.5
2026-03-14T19:01:40.4070870+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:40.4070870+09:00,python,7560,211.2,414.6,15.1
2026-03-14T19:01:41.4133673+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:41.4415279+09:00,codex,4492,82.3,51.5,213.5
2026-03-14T19:01:41.4425671+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:41.4425671+09:00,python,7560,214.7,418.6,16.1
2026-03-14T19:01:42.4489015+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:42.4489015+09:00,codex,4492,82.3,51.5,213.5
2026-03-14T19:01:42.4489015+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:42.4489015+09:00,python,7560,214.7,418.6,17.1
2026-03-14T19:01:43.4543793+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:43.4543793+09:00,codex,4492,82.3,51.5,213.7
2026-03-14T19:01:43.4569997+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:43.4569997+09:00,python,7560,215,418.8,18.1
2026-03-14T19:01:44.4657428+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:44.4667753+09:00,codex,4492,82.8,52,213.8
2026-03-14T19:01:44.4678087+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:44.4678087+09:00,python,7560,215.6,419.8,19.1
2026-03-14T19:01:45.4717880+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:45.4727860+09:00,codex,4492,82.8,52,213.8
2026-03-14T19:01:45.4733188+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:45.4738519+09:00,python,7560,215.6,419.8,20.1
2026-03-14T19:01:46.4928091+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:46.4937473+09:00,codex,4492,82.8,52,213.8
2026-03-14T19:01:46.4937473+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:46.4937473+09:00,python,7560,215.8,419.8,20.5
2026-03-14T19:01:47.5073831+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:47.5088559+09:00,codex,4492,82.8,52,213.8
2026-03-14T19:01:47.5088559+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:47.5088559+09:00,python,7560,215.4,419.4,21.4
2026-03-14T19:01:48.5149534+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:48.5159892+09:00,codex,4492,82.8,52,213.8
2026-03-14T19:01:48.5170226+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:48.5170226+09:00,python,7560,220.7,424.6,22.2
2026-03-14T19:01:49.5255099+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:49.5265045+09:00,codex,4492,82.8,52,213.8
2026-03-14T19:01:49.5270071+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:49.5280513+09:00,python,7560,220.9,424.7,23
2026-03-14T19:01:50.5429685+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:50.5439994+09:00,codex,4492,82.8,52,213.8
2026-03-14T19:01:50.5439994+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:50.5450284+09:00,python,7560,219.9,423.6,23.8
2026-03-14T19:01:51.5490482+09:00,cmd,5784,5.2,2.9,0
2026-03-14T19:01:51.5490482+09:00,codex,4492,82.8,52,213.8
2026-03-14T19:01:51.5500455+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:51.5500455+09:00,python,7560,221.2,424.7,24.5
2026-03-14T19:01:52.5577627+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:01:52.5582654+09:00,codex,4492,82.8,52,213.8
2026-03-14T19:01:52.5582654+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:52.5582654+09:00,python,7560,219.9,423.1,25.5
2026-03-14T19:01:53.5724864+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:01:53.5742436+09:00,codex,4492,82.8,52,214
2026-03-14T19:01:53.5754788+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:53.5754788+09:00,python,7560,223.7,427.5,26.2
2026-03-14T19:01:54.5919038+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:01:54.5929009+09:00,codex,4492,82.8,52,214
2026-03-14T19:01:54.5938984+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:54.5938984+09:00,python,7560,223.7,427.5,26.7
2026-03-14T19:01:55.6086152+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:01:55.6103086+09:00,codex,4492,82.8,52,214
2026-03-14T19:01:55.6103086+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:55.6103086+09:00,python,7560,224,427.8,27.3
2026-03-14T19:01:56.6171674+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:01:56.6171674+09:00,codex,4492,82.8,52,214
2026-03-14T19:01:56.6186739+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:56.6186739+09:00,python,7560,223.9,427.5,27.8
2026-03-14T19:01:57.6251913+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:01:57.6251913+09:00,codex,4492,82.8,52,214
2026-03-14T19:01:57.6277355+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:57.6277355+09:00,python,7560,223.9,427.5,28.3
2026-03-14T19:01:58.6377702+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:01:58.6387992+09:00,codex,4492,82.8,52,214
2026-03-14T19:01:58.6387992+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:58.6387992+09:00,python,7560,224,427.5,29
2026-03-14T19:01:59.6569483+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:01:59.6586553+09:00,codex,4492,82.8,52,214
2026-03-14T19:01:59.6586553+09:00,python,4936,57.1,44.5,1
2026-03-14T19:01:59.6586553+09:00,python,7560,224.2,427.5,29.8
2026-03-14T19:02:00.6752864+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:00.6763534+09:00,codex,4492,82.8,52,214
2026-03-14T19:02:00.6789472+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:00.6794995+09:00,python,7560,224,427.5,30.4
2026-03-14T19:02:01.6873606+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:01.6883972+09:00,codex,4492,82.8,52,214
2026-03-14T19:02:01.6894287+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:01.6894287+09:00,python,7560,224.1,427.5,31
2026-03-14T19:02:02.7025245+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:02.7043545+09:00,codex,4492,82.8,52,214
2026-03-14T19:02:02.7043545+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:02.7043545+09:00,python,7560,224.3,427.6,31.5
2026-03-14T19:02:03.7254415+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:03.7254415+09:00,codex,4492,82.8,52,214
2026-03-14T19:02:03.7263778+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:03.7263778+09:00,python,7560,224.1,427.6,32.1
2026-03-14T19:02:04.7429585+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:04.7557589+09:00,codex,4492,82.8,52,214.1
2026-03-14T19:02:04.7600590+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:04.7600590+09:00,python,7560,224.3,427.5,32.6
2026-03-14T19:02:05.7844059+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:05.7844059+09:00,codex,4492,82.8,52,214.1
2026-03-14T19:02:05.7856988+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:05.7856988+09:00,python,7560,224.1,427.5,32.9
2026-03-14T19:02:06.8026648+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:06.8026648+09:00,codex,4492,82.8,52,214.1
2026-03-14T19:02:06.8041988+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:06.8041988+09:00,python,7560,220.2,424,33.9
2026-03-14T19:02:07.8168578+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:07.8175384+09:00,codex,4492,82.8,52,214.1
2026-03-14T19:02:07.8185729+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:07.8185729+09:00,python,7560,235.7,449.2,34.9
2026-03-14T19:02:08.8345099+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:08.8345099+09:00,codex,4492,82.8,52,214.1
2026-03-14T19:02:08.8355067+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:08.8355067+09:00,python,7560,227.3,431.2,36
2026-03-14T19:02:09.8480461+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:09.8490434+09:00,codex,4492,82.8,52,214.1
2026-03-14T19:02:09.8500408+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:09.8500408+09:00,python,7560,227,430.9,37
2026-03-14T19:02:10.8628810+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:10.8642561+09:00,codex,4492,82.8,52,214.1
2026-03-14T19:02:10.8650574+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:10.8650574+09:00,python,7560,227,431,38
2026-03-14T19:02:11.8860126+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:11.8860126+09:00,codex,4492,82.8,52,214.1
2026-03-14T19:02:11.8870116+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:11.8870116+09:00,python,7560,226.8,430.6,39
2026-03-14T19:02:12.8978215+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:12.8978215+09:00,codex,4492,82.8,52,214.2
2026-03-14T19:02:12.8978215+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:12.8978215+09:00,python,7560,226.8,431.4,40
2026-03-14T19:02:13.9127046+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:13.9127046+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:13.9135335+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:13.9135335+09:00,python,7560,227.1,430.6,41
2026-03-14T19:02:14.9314644+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:14.9314644+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:14.9314644+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:14.9329706+09:00,python,7560,230.3,435.6,41.6
2026-03-14T19:02:15.9366385+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:15.9366385+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:15.9377415+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:15.9377415+09:00,python,7560,351.9,557.4,42.6
2026-03-14T19:02:16.9468296+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:16.9468296+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:16.9468296+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:16.9468296+09:00,python,7560,493.2,698.8,43.6
2026-03-14T19:02:17.9643424+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:17.9643424+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:17.9655707+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:17.9655707+09:00,python,7560,623.8,829.9,44.6
2026-03-14T19:02:18.9789198+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:18.9793009+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:18.9808362+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:18.9808362+09:00,python,7560,763.5,969.3,45.7
2026-03-14T19:02:19.9950081+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:19.9950081+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:19.9950081+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:19.9950081+09:00,python,7560,936.2,1142,46.7
2026-03-14T19:02:21.0112900+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:21.0118223+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:21.0128540+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:21.0128540+09:00,python,7560,1068.4,1274.3,47.7
2026-03-14T19:02:22.0259965+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:22.0272273+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:22.0272273+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:22.0272273+09:00,python,7560,1194.2,1399.7,48.7
2026-03-14T19:02:23.0437245+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:23.0437245+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:23.0447542+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:23.0447542+09:00,python,7560,1368.8,1575.9,49.7
2026-03-14T19:02:24.0588782+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:24.0604798+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:24.0615116+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:24.0615116+09:00,python,7560,1484,1691.7,50.7
2026-03-14T19:02:25.0739738+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:25.0749226+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:25.0752662+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:25.0752662+09:00,python,7560,1657.2,1865,51.8
2026-03-14T19:02:26.0921378+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:26.0921378+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:26.0931679+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:26.0931679+09:00,python,7560,1824.7,2033.5,52.7
2026-03-14T19:02:27.1058026+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:27.1073092+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:27.1085606+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:27.1085606+09:00,python,7560,1934.5,2143.1,53.8
2026-03-14T19:02:28.1251683+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:28.1251683+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:28.1264274+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:28.1264274+09:00,python,7560,2109.8,2319.4,54.8
2026-03-14T19:02:29.1406228+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:29.1416201+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:29.1426175+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:29.1426175+09:00,python,7560,2283.4,2493.2,55.8
2026-03-14T19:02:30.1544315+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:30.1548418+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:30.1557556+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:30.1557556+09:00,python,7560,2363.6,2572.6,56.8
2026-03-14T19:02:31.1724604+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:31.1734937+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:31.1740257+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:31.1740257+09:00,python,7560,2534.1,2744.9,57.8
2026-03-14T19:02:32.1872697+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:32.1886745+09:00,codex,4492,82.8,52,214.4
2026-03-14T19:02:32.1897042+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:32.1912392+09:00,python,7560,2706.3,2915.3,58.8
2026-03-14T19:02:33.2046866+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:33.2049916+09:00,codex,4492,83,52.3,214.7
2026-03-14T19:02:33.2049916+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:33.2071612+09:00,python,7560,2857,3068,59.9
2026-03-14T19:02:34.2211862+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:34.2227243+09:00,codex,4492,83,52.3,214.7
2026-03-14T19:02:34.2237524+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:34.2237524+09:00,python,7560,2951.3,3161.2,60.9
2026-03-14T19:02:35.2366067+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:35.2377058+09:00,codex,4492,83,52.3,214.7
2026-03-14T19:02:35.2377058+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:35.2377058+09:00,python,7560,3122.8,3334.2,61.9
2026-03-14T19:02:36.2545173+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:36.2556345+09:00,codex,4492,83,52.3,214.7
2026-03-14T19:02:36.2556345+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:36.2556345+09:00,python,7560,3290.2,3500.9,62.9
2026-03-14T19:02:37.2685352+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:37.2685352+09:00,codex,4492,83,52.3,214.7
2026-03-14T19:02:37.2696988+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:37.2696988+09:00,python,7560,3461.2,3674.3,63.9
2026-03-14T19:02:38.2858207+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:38.2858207+09:00,codex,4492,83,52.3,214.7
2026-03-14T19:02:38.2858207+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:38.2858207+09:00,python,7560,3566.8,3780.1,64.9
2026-03-14T19:02:39.3019647+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:39.3029623+09:00,codex,4492,83,52.3,214.7
2026-03-14T19:02:39.3039594+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:39.3039594+09:00,python,7560,3683.8,3895.3,65.9
2026-03-14T19:02:40.3184613+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:40.3184613+09:00,codex,4492,83,52.3,214.7
2026-03-14T19:02:40.3184613+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:40.3184613+09:00,python,7560,3855.8,4070.2,67
2026-03-14T19:02:41.3343213+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:41.3358492+09:00,codex,4492,83,52.3,214.7
2026-03-14T19:02:41.3465946+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:41.3465946+09:00,python,7560,4025.2,4239.3,68
2026-03-14T19:02:42.3653992+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:42.3664333+09:00,codex,4492,83,52.3,214.7
2026-03-14T19:02:42.3664333+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:42.3664333+09:00,python,7560,4200.3,4411.6,69
2026-03-14T19:02:43.3693784+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:43.3713886+09:00,codex,4492,83,52.3,214.9
2026-03-14T19:02:43.3713886+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:43.3713886+09:00,python,7560,4370.1,4585.7,70
2026-03-14T19:02:44.3836647+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:44.3851995+09:00,codex,4492,83,52.3,215
2026-03-14T19:02:44.3872642+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:44.3872642+09:00,python,7560,4452.8,4668.8,71
2026-03-14T19:02:45.3986006+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:45.3992127+09:00,codex,4492,83,52.3,215
2026-03-14T19:02:45.3992127+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:45.3992127+09:00,python,7560,4562.1,4777,72
2026-03-14T19:02:46.4020622+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:46.4030595+09:00,codex,4492,83,52.3,215
2026-03-14T19:02:46.4040571+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:46.4040571+09:00,python,7560,4729.6,4948.2,73
2026-03-14T19:02:47.4130558+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:47.4130558+09:00,codex,4492,83,52.3,215
2026-03-14T19:02:47.4272639+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:47.4272639+09:00,python,7560,4900.1,5116.5,74.1
2026-03-14T19:02:48.4466114+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:48.4479471+09:00,codex,4492,83,52.3,215
2026-03-14T19:02:48.4479471+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:48.4479471+09:00,python,7560,5076.7,5293.1,75.1
2026-03-14T19:02:49.4640213+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:49.4640213+09:00,codex,4492,83,52.3,215
2026-03-14T19:02:49.4650552+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:49.4650552+09:00,python,7560,5250.5,5465.4,76.1
2026-03-14T19:02:50.4798192+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:50.4808166+09:00,codex,4492,83,52.3,215
2026-03-14T19:02:50.4829841+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:50.4829841+09:00,python,7560,5420.5,5639.3,77.1
2026-03-14T19:02:51.4961749+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:51.4961749+09:00,codex,4492,83,52.3,215
2026-03-14T19:02:51.4961749+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:51.4961749+09:00,python,7560,5559.7,5779,78.1
2026-03-14T19:02:52.5119903+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:52.5130197+09:00,codex,4492,83,52.3,215
2026-03-14T19:02:52.5140502+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:52.5140502+09:00,python,7560,5574.7,5794.1,79.1
2026-03-14T19:02:53.5285959+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:53.5285959+09:00,codex,4492,83,52.3,215.3
2026-03-14T19:02:53.5306374+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:53.5306374+09:00,python,7560,5747.1,5964.4,80.1
2026-03-14T19:02:54.5454446+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:54.5464783+09:00,codex,4492,83,52.3,215.3
2026-03-14T19:02:54.5475074+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:54.5475074+09:00,python,7560,5917.7,6140.1,81.2
2026-03-14T19:02:55.5604795+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:55.5610120+09:00,codex,4492,83,52.3,215.3
2026-03-14T19:02:55.5620442+09:00,python,4936,57.1,44.5,1
2026-03-14T19:02:55.5620442+09:00,python,7560,6090.6,6311.4,82.2
2026-03-14T19:02:56.5762060+09:00,cmd,5784,5.2,1.9,0
2026-03-14T19:02:56.5765279+09:00,codex,4492,83,52.3,215.3
2026-03-14T19:02:56.5765279+09:00,python,4936,57.1,44.5,1
