=== Genre Library Builder 시작: 2026-02-04T17:15:49.807264 ===
작품 수: 10

[ 2414.7s] 불행재벌            | 추출중      |  58% |  30블록 | Block 31/63
[ 2415.1s] 1980독식재         | 추출중      |  80% |  37블록 | Block 38/44
[ 2419.7s] 마법배             | 추출중      |  53% |  35블록 | Block 36/91
[ 2423.0s] 회몰투             | 추출중      |  61% |  31블록 | Block 32/59
[ 2428.3s] 독3              | 추출중      |  34% |  12블록 | Block 13/151
[ 2430.1s] 투자백서            | 추출중      |  45% |  18블록 | Block 19/72
[ 2431.8s] 재벌 총수           | 추출중      |  65% |  38블록 | Block 39/64
[ 2440.6s] 재첫              | 추출중      |  56% |  32블록 | Block 33/72
[ 2443.3s] 악당 재벌           | 추출중      |  88% |  33블록 | Block 34/34
[ 2456.6s] 복수재벌            | 추출중      |  77% |  30블록 | Block 31/38
[ 2459.7s] 1980독식재         | 추출중      |  81% |  38블록 | Block 39/44
[ 2468.6s] 회몰투             | 추출중      |  62% |  32블록 | Block 33/59
[ 2472.5s] 마법배             | 추출중      |  53% |  36블록 | Block 37/91
[ 2473.1s] 독3              | 추출중      |  35% |  13블록 | Block 14/151
[ 2477.0s] 불행재벌            | 추출중      |  59% |  31블록 | Block 32/63
[ 2483.7s] 재벌 총수           | 추출중      |  66% |  39블록 | Block 40/64
[ 2488.8s] 재첫              | 추출중      |  57% |  33블록 | Block 34/72
[ 2493.4s] 투자백서            | 추출중      |  45% |  19블록 | Block 20/72
[ 2493.8s] 악당 재벌           | Bible    |  92% |  34블록 | Bible 추출 중...
[ 2502.0s] 1980독식재         | 추출중      |  83% |  39블록 | Block 40/44
[ 2506.8s] 복수재벌            | 추출중      |  78% |  31블록 | Block 32/38
[ 2511.9s] 마법배             | 추출중      |  54% |  37블록 | Block 38/91
[ 2520.7s] 악당 재벌           | 완료       | 100% |  34블록 | 34개 블록 완료
[ 2527.1s] 불행재벌            | 추출중      |  60% |  32블록 | Block 33/63
[ 2527.8s] 재첫              | 추출중      |  58% |  34블록 | Block 35/72
[ 2530.9s] 독3              | 추출중      |  35% |  14블록 | Block 15/151
[ 2533.5s] 재벌 총수           | 추출중      |  67% |  40블록 | Block 41/64
[ 2536.5s] 회몰투             | 추출중      |  63% |  33블록 | Block 34/59
[ 2543.2s] 1980독식재         | 추출중      |  84% |  40블록 | Block 41/44
[ 2543.4s] 투자백서            | 추출중      |  46% |  20블록 | Block 21/72
[ 2557.0s] 마법배             | 추출중      |  55% |  38블록 | Block 39/91
[ 2560.9s] 복수재벌            | 추출중      |  80% |  32블록 | Block 33/38
[ 2567.7s] 재첫              | 추출중      |  59% |  35블록 | Block 36/72
[ 2574.6s] 재벌 총수           | 추출중      |  68% |  41블록 | Block 42/64
[ 2576.8s] 불행재벌            | 추출중      |  61% |  33블록 | Block 34/63
[ 2583.4s] 투자백서            | 추출중      |  47% |  21블록 | Block 22/72
[ 2586.4s] 회몰투             | 추출중      |  64% |  34블록 | Block 35/59
[ 2588.0s] 1980독식재         | 추출중      |  85% |  41블록 | Block 42/44
[ 2590.9s] 독3              | 추출중      |  35% |  15블록 | Block 16/151
[ 2608.8s] 복수재벌            | 추출중      |  82% |  33블록 | Block 34/38
[ 2609.0s] 재첫              | 추출중      |  60% |  36블록 | Block 37/72
[ 2609.9s] 마법배             | 추출중      |  55% |  39블록 | Block 40/91
[ 2625.4s] 불행재벌            | 추출중      |  62% |  34블록 | Block 35/63
[ 2630.6s] 회몰투             | 추출중      |  65% |  35블록 | Block 36/59
[ 2634.5s] 1980독식재         | 추출중      |  87% |  42블록 | Block 43/44
[ 2638.5s] 독3              | 추출중      |  36% |  16블록 | Block 17/151
[ 2645.7s] 마법배             | 추출중      |  56% |  40블록 | Block 41/91
[ 2648.9s] 재벌 총수           | 추출중      |  69% |  42블록 | Block 43/64
[ 2652.2s] 복수재벌            | 추출중      |  83% |  34블록 | Block 35/38
[ 2655.3s] 재첫              | 추출중      |  60% |  37블록 | Block 38/72
[ 2660.7s] 투자백서            | 추출중      |  48% |  22블록 | Block 23/72
[ 2668.3s] 불행재벌            | 추출중      |  63% |  35블록 | Block 36/63
[ 2675.6s] 1980독식재         | 추출중      |  88% |  43블록 | Block 44/44
[ 2685.1s] 회몰투             | 추출중      |  66% |  36블록 | Block 37/59
[ 2688.3s] 독3              | 추출중      |  36% |  17블록 | Block 18/151
[ 2690.9s] 마법배             | 추출중      |  57% |  41블록 | Block 42/91
[ 2698.4s] 복수재벌            | 추출중      |  85% |  35블록 | Block 36/38
[ 2698.7s] 재벌 총수           | 추출중      |  70% |  43블록 | Block 44/64
[ 2706.5s] 투자백서            | 추출중      |  49% |  23블록 | Block 24/72
[ 2713.6s] 재첫              | 추출중      |  61% |  38블록 | Block 39/72
[ 2714.8s] 불행재벌            | 추출중      |  64% |  36블록 | Block 37/63
[ 2721.5s] 1980독식재         | Bible    |  92% |  44블록 | Bible 추출 중...
[ 2726.9s] 회몰투             | 추출중      |  67% |  37블록 | Block 38/59
[ 2729.2s] 독3              | 추출중      |  37% |  18블록 | Block 19/151
[ 2740.2s] 마법배             | 추출중      |  57% |  42블록 | Block 43/91
[ 2744.5s] 재벌 총수           | 추출중      |  71% |  44블록 | Block 45/64
[ 2749.9s] 복수재벌            | 추출중      |  86% |  36블록 | Block 37/38
[ 2751.2s] 재첫              | 추출중      |  62% |  39블록 | Block 40/72
[ 2752.6s] 1980독식재         | 완료       | 100% |  44블록 | 44개 블록 완료
[ 2762.1s] 불행재벌            | 추출중      |  65% |  37블록 | Block 38/63
[ 2768.7s] 투자백서            | 추출중      |  50% |  24블록 | Block 25/72
[ 2776.2s] 독3              | 추출중      |  37% |  19블록 | Block 20/151
[ 2779.0s] 회몰투             | 추출중      |  68% |  38블록 | Block 39/59
[ 2782.5s] 마법배             | 추출중      |  58% |  43블록 | Block 44/91
[ 2787.9s] 재벌 총수           | 추출중      |  72% |  45블록 | Block 46/64
[ 2799.6s] 복수재벌            | 추출중      |  88% |  37블록 | Block 38/38
[ 2800.5s] 재첫              | 추출중      |  63% |  40블록 | Block 41/72
[ 2807.6s] 불행재벌            | 추출중      |  66% |  38블록 | Block 39/63
[ 2822.9s] 마법배             | 추출중      |  59% |  44블록 | Block 45/91
[ 2828.3s] 회몰투             | 추출중      |  69% |  39블록 | Block 40/59
[ 2835.3s] 재벌 총수           | 추출중      |  73% |  46블록 | Block 47/64
[ 2838.7s] 독3              | 추출중      |  37% |  20블록 | Block 21/151
[ 2839.6s] 투자백서            | 추출중      |  50% |  25블록 | Block 26/72
[ 2844.7s] 재첫              | 추출중      |  64% |  41블록 | Block 42/72
[ 2849.7s] 복수재벌            | Bible    |  92% |  38블록 | Bible 추출 중...
[ 2860.6s] 마법배             | 추출중      |  59% |  45블록 | Block 46/91
[ 2873.3s] 복수재벌            | 완료       | 100% |  38블록 | 38개 블록 완료
[ 2875.5s] 회몰투             | 추출중      |  70% |  40블록 | Block 41/59
[ 2876.0s] 불행재벌            | 추출중      |  67% |  39블록 | Block 40/63
[ 2881.1s] 재벌 총수           | 추출중      |  74% |  47블록 | Block 48/64
[ 2884.5s] 재첫              | 추출중      |  65% |  42블록 | Block 43/72
[ 2890.0s] 투자백서            | 추출중      |  51% |  26블록 | Block 27/72
[ 2891.7s] 독3              | 추출중      |  38% |  21블록 | Block 22/151
[ 2898.0s] 마법배             | 추출중      |  60% |  46블록 | Block 47/91
[ 2922.8s] 회몰투             | 추출중      |  71% |  41블록 | Block 42/59
[ 2927.7s] 재첫              | 추출중      |  65% |  43블록 | Block 44/72
[ 2928.8s] 재벌 총수           | 추출중      |  75% |  48블록 | Block 49/64
[ 2934.6s] 투자백서            | 추출중      |  52% |  27블록 | Block 28/72
[ 2937.1s] 마법배             | 추출중      |  60% |  47블록 | Block 48/91
[ 2938.2s] 독3              | 추출중      |  38% |  22블록 | Block 23/151
[ 2941.8s] 불행재벌            | 추출중      |  68% |  40블록 | Block 41/63
[ 2965.1s] 재벌 총수           | 추출중      |  75% |  49블록 | Block 50/64
[ 2971.6s] 회몰투             | 추출중      |  72% |  42블록 | Block 43/59
[ 2975.0s] 재첫              | 추출중      |  66% |  44블록 | Block 45/72
[ 2981.6s] 마법배             | 추출중      |  61% |  48블록 | Block 49/91
[ 2984.5s] 독3              | 추출중      |  39% |  23블록 | Block 24/151
[ 2985.4s] 투자백서            | 추출중      |  53% |  28블록 | Block 29/72
[ 2990.5s] 불행재벌            | 추출중      |  69% |  41블록 | Block 42/63
[ 3004.9s] 재벌 총수           | 추출중      |  76% |  50블록 | Block 51/64
[ 3014.6s] 회몰투             | 추출중      |  73% |  43블록 | Block 44/59
[ 3018.1s] 재첫              | 추출중      |  67% |  45블록 | Block 46/72
[ 3022.0s] 마법배             | 추출중      |  62% |  49블록 | Block 50/91
[ 3027.2s] 투자백서            | 추출중      |  54% |  29블록 | Block 30/72
[ 3034.2s] 불행재벌            | 추출중      |  70% |  42블록 | Block 43/63
[ 3042.3s] 독3              | 추출중      |  39% |  24블록 | Block 25/151
[ 3047.6s] 재벌 총수           | 추출중      |  77% |  51블록 | Block 52/64
[ 3064.2s] 회몰투             | 추출중      |  74% |  44블록 | Block 45/59
[ 3067.7s] 재첫              | 추출중      |  68% |  46블록 | Block 47/72
[ 3069.5s] 마법배             | 추출중      |  62% |  50블록 | Block 51/91
[ 3077.9s] 투자백서            | 추출중      |  55% |  30블록 | Block 31/72
[ 3086.0s] 불행재벌            | 추출중      |  70% |  43블록 | Block 44/63
[ 3086.1s] 재벌 총수           | 추출중      |  78% |  52블록 | Block 53/64
[ 3089.0s] 독3              | 추출중      |  39% |  25블록 | Block 26/151
[ 3107.9s] 마법배             | 추출중      |  63% |  51블록 | Block 52/91
[ 3111.3s] 회몰투             | 추출중      |  75% |  45블록 | Block 46/59
[ 3111.4s] 재첫              | 추출중      |  69% |  47블록 | Block 48/72
[ 3124.9s] 투자백서            | 추출중      |  55% |  31블록 | Block 32/72
[ 3128.9s] 불행재벌            | 추출중      |  71% |  44블록 | Block 45/63
[ 3131.1s] 재벌 총수           | 추출중      |  79% |  53블록 | Block 54/64
[ 3151.9s] 마법배             | 추출중      |  64% |  52블록 | Block 53/91
[ 3155.1s] 재첫              | 추출중      |  70% |  48블록 | Block 49/72
[ 3164.7s] 독3              | 추출중      |  40% |  26블록 | Block 27/151
[ 3170.8s] 투자백서            | 추출중      |  56% |  32블록 | Block 33/72
[ 3171.9s] 재벌 총수           | 추출중      |  80% |  54블록 | Block 55/64
[ 3175.8s] 불행재벌            | 추출중      |  72% |  45블록 | Block 46/63
[ 3181.3s] 회몰투             | 추출중      |  76% |  46블록 | Block 47/59
[ 3188.9s] 마법배             | 추출중      |  64% |  53블록 | Block 54/91
[ 3198.3s] 재첫              | 추출중      |  70% |  49블록 | Block 50/72
[ 3216.3s] 투자백서            | 추출중      |  57% |  33블록 | Block 34/72
[ 3218.1s] 재벌 총수           | 추출중      |  81% |  55블록 | Block 56/64
[ 3218.8s] 독3              | 추출중      |  40% |  27블록 | Block 28/151
[ 3223.7s] 불행재벌            | 추출중      |  73% |  46블록 | Block 47/63
[ 3231.1s] 마법배             | 추출중      |  65% |  54블록 | Block 55/91
[ 3232.6s] 회몰투             | 추출중      |  77% |  47블록 | Block 48/59
[ 3246.6s] 재첫              | 추출중      |  71% |  50블록 | Block 51/72
[ 3260.5s] 투자백서            | 추출중      |  58% |  34블록 | Block 35/72
[ 3264.2s] 재벌 총수           | 추출중      |  82% |  56블록 | Block 57/64
[ 3273.6s] 마법배             | 추출중      |  66% |  55블록 | Block 56/91
[ 3280.4s] 불행재벌            | 추출중      |  74% |  47블록 | Block 48/63
[ 3281.7s] 독3              | 추출중      |  41% |  28블록 | Block 29/151
[ 3293.1s] 재첫              | 추출중      |  72% |  51블록 | Block 52/72
[ 3300.6s] 투자백서            | 추출중      |  59% |  35블록 | Block 36/72
[ 3304.2s] 재벌 총수           | 추출중      |  83% |  57블록 | Block 58/64
[ 3322.2s] 마법배             | 추출중      |  66% |  56블록 | Block 57/91
[ 3328.4s] 회몰투             | 추출중      |  78% |  48블록 | Block 49/59
[ 3330.5s] 불행재벌            | 추출중      |  75% |  48블록 | Block 49/63
[ 3341.3s] 재첫              | 추출중      |  73% |  52블록 | Block 53/72
[ 3346.9s] 재벌 총수           | 추출중      |  84% |  58블록 | Block 59/64
[ 3350.3s] 독3              | 추출중      |  41% |  29블록 | Block 30/151
[ 3362.0s] 투자백서            | 추출중      |  60% |  36블록 | Block 37/72
[ 3369.5s] 마법배             | 추출중      |  67% |  57블록 | Block 58/91
[ 3373.0s] 회몰투             | 추출중      |  79% |  49블록 | Block 50/59
[ 3377.1s] 불행재벌            | 추출중      |  76% |  49블록 | Block 50/63
[ 3393.5s] 재벌 총수           | 추출중      |  85% |  59블록 | Block 60/64
[ 3396.7s] 재첫              | 추출중      |  74% |  53블록 | Block 54/72
[ 3410.2s] 투자백서            | 추출중      |  60% |  37블록 | Block 38/72
[ 3413.1s] 독3              | 추출중      |  41% |  30블록 | Block 31/151
[ 3426.5s] 마법배             | 추출중      |  68% |  58블록 | Block 59/91
[ 3428.2s] 불행재벌            | 추출중      |  77% |  50블록 | Block 51/63
[ 3434.3s] 재벌 총수           | 추출중      |  86% |  60블록 | Block 61/64
[ 3443.0s] 회몰투             | 추출중      |  80% |  50블록 | Block 51/59
[ 3445.5s] 재첫              | 추출중      |  75% |  54블록 | Block 55/72
[ 3456.8s] 투자백서            | 추출중      |  61% |  38블록 | Block 39/72
[ 3462.8s] 독3              | 추출중      |  42% |  31블록 | Block 32/151
[ 3483.1s] 재벌 총수           | 추출중      |  87% |  61블록 | Block 62/64
[ 3484.6s] 불행재벌            | 추출중      |  78% |  51블록 | Block 52/63
[ 3489.5s] 재첫              | 추출중      |  75% |  55블록 | Block 56/72
[ 3490.4s] 회몰투             | 추출중      |  81% |  51블록 | Block 52/59
[ 3498.6s] 마법배             | 추출중      |  68% |  59블록 | Block 60/91
[ 3501.3s] 독3              | 추출중      |  42% |  32블록 | Block 33/151
[ 3504.9s] 투자백서            | 추출중      |  62% |  39블록 | Block 40/72
[ 3531.1s] 재벌 총수           | 추출중      |  88% |  62블록 | Block 63/64
[ 3535.2s] 불행재벌            | 추출중      |  79% |  52블록 | Block 53/63
[ 3545.3s] 독3              | 추출중      |  43% |  33블록 | Block 34/151
[ 3549.3s] 마법배             | 추출중      |  69% |  60블록 | Block 61/91
[ 3551.3s] 회몰투             | 추출중      |  82% |  52블록 | Block 53/59
[ 3551.7s] 재첫              | 추출중      |  76% |  56블록 | Block 57/72
[ 3571.2s] 재벌 총수           | 추출중      |  89% |  63블록 | Block 64/64
[ 3573.1s] 투자백서            | 추출중      |  63% |  40블록 | Block 41/72
[ 3582.3s] 불행재벌            | 추출중      |  80% |  53블록 | Block 54/63
[ 3588.2s] 마법배             | 추출중      |  70% |  61블록 | Block 62/91
[ 3599.0s] 회몰투             | 추출중      |  83% |  53블록 | Block 54/59
[ 3612.5s] 재벌 총수           | Bible    |  92% |  64블록 | Bible 추출 중...
[ 3614.3s] 독3              | 추출중      |  43% |  34블록 | Block 35/151
[ 3615.3s] 재첫              | 추출중      |  77% |  57블록 | Block 58/72
[ 3627.8s] 마법배             | 추출중      |  70% |  62블록 | Block 63/91
[ 3630.1s] 불행재벌            | 추출중      |  81% |  54블록 | Block 55/63
[ 3630.4s] 투자백서            | 추출중      |  64% |  41블록 | Block 42/72
[ 3641.2s] 재벌 총수           | 완료       | 100% |  64블록 | 64개 블록 완료
[ 3653.5s] 회몰투             | 추출중      |  84% |  54블록 | Block 55/59
[ 3667.3s] 독3              | 추출중      |  43% |  35블록 | Block 36/151
[ 3672.5s] 재첫              | 추출중      |  78% |  58블록 | Block 59/72
[ 3675.4s] 마법배             | 추출중      |  71% |  63블록 | Block 64/91
[ 3679.3s] 불행재벌            | 추출중      |  82% |  55블록 | Block 56/63
[ 3681.3s] 투자백서            | 추출중      |  65% |  42블록 | Block 43/72
[ 3703.8s] 회몰투             | 추출중      |  85% |  55블록 | Block 56/59
[ 3711.3s] 재첫              | 추출중      |  79% |  59블록 | Block 60/72
[ 3716.9s] 독3              | 추출중      |  44% |  36블록 | Block 37/151
[ 3725.5s] 투자백서            | 추출중      |  65% |  43블록 | Block 44/72
[ 3726.7s] 불행재벌            | 추출중      |  83% |  56블록 | Block 57/63
[ 3731.0s] 마법배             | 추출중      |  72% |  64블록 | Block 65/91
[ 3749.4s] 재첫              | 추출중      |  80% |  60블록 | Block 61/72
[ 3758.9s] 회몰투             | 추출중      |  86% |  56블록 | Block 57/59
[ 3770.8s] 투자백서            | 추출중      |  66% |  44블록 | Block 45/72
[ 3776.7s] 마법배             | 추출중      |  72% |  65블록 | Block 66/91
[ 3777.3s] 불행재벌            | 추출중      |  84% |  57블록 | Block 58/63
[ 3779.2s] 독3              | 추출중      |  44% |  37블록 | Block 38/151
[ 3794.2s] 재첫              | 추출중      |  80% |  61블록 | Block 62/72
[ 3811.2s] 회몰투             | 추출중      |  87% |  57블록 | Block 58/59
[ 3820.8s] 독3              | 추출중      |  45% |  38블록 | Block 39/151
[ 3822.1s] 마법배             | 추출중      |  73% |  66블록 | Block 67/91
[ 3823.2s] 투자백서            | 추출중      |  67% |  45블록 | Block 46/72
[ 3832.7s] 불행재벌            | 추출중      |  85% |  58블록 | Block 59/63
[ 3835.8s] 재첫              | 추출중      |  81% |  62블록 | Block 63/72
[ 3857.3s] 회몰투             | 추출중      |  88% |  58블록 | Block 59/59
[ 3863.0s] 독3              | 추출중      |  45% |  39블록 | Block 40/151
[ 3873.1s] 불행재벌            | 추출중      |  86% |  59블록 | Block 60/63
[ 3875.0s] 마법배             | 추출중      |  74% |  67블록 | Block 68/91
[ 3877.3s] 재첫              | 추출중      |  82% |  63블록 | Block 64/72
[ 3884.1s] 투자백서            | 추출중      |  68% |  46블록 | Block 47/72
[ 3905.2s] 회몰투             | Bible    |  92% |  59블록 | Bible 추출 중...
[ 3906.2s] 독3              | 추출중      |  45% |  40블록 | Block 41/151
[ 3914.2s] 마법배             | 추출중      |  74% |  68블록 | Block 69/91
[ 3924.4s] 불행재벌            | 추출중      |  87% |  60블록 | Block 61/63
[ 3926.7s] 재첫              | 추출중      |  83% |  64블록 | Block 65/72
[ 3934.0s] 회몰투             | 완료       | 100% |  59블록 | 59개 블록 완료
[ 3941.0s] 투자백서            | 추출중      |  69% |  47블록 | Block 48/72
[ 3950.2s] 마법배             | 추출중      |  75% |  69블록 | Block 70/91
[ 3955.4s] 독3              | 추출중      |  46% |  41블록 | Block 42/151
[ 3970.2s] 불행재벌            | 추출중      |  88% |  61블록 | Block 62/63
[ 3970.7s] 재첫              | 추출중      |  84% |  65블록 | Block 66/72
[ 3990.8s] 마법배             | 추출중      |  76% |  70블록 | Block 71/91
[ 3995.6s] 투자백서            | 추출중      |  70% |  48블록 | Block 49/72
[ 4017.4s] 불행재벌            | 추출중      |  89% |  62블록 | Block 63/63
[ 4025.6s] 마법배             | 추출중      |  76% |  71블록 | Block 72/91
[ 4026.4s] 재첫              | 추출중      |  85% |  66블록 | Block 67/72
[ 4028.6s] 독3              | 추출중      |  46% |  42블록 | Block 43/151
[ 4042.4s] 투자백서            | 추출중      |  70% |  49블록 | Block 50/72
[ 4068.1s] 재첫              | 추출중      |  85% |  67블록 | Block 68/72
[ 4070.1s] 불행재벌            | Bible    |  92% |  63블록 | Bible 추출 중...
[ 4074.3s] 마법배             | 추출중      |  77% |  72블록 | Block 73/91
[ 4076.8s] 독3              | 추출중      |  47% |  43블록 | Block 44/151
[ 4089.0s] 불행재벌            | 완료       | 100% |  63블록 | 63개 블록 완료
[ 4092.1s] 투자백서            | 추출중      |  71% |  50블록 | Block 51/72
[ 4115.1s] 마법배             | 추출중      |  78% |  73블록 | Block 74/91
[ 4121.3s] 독3              | 추출중      |  47% |  44블록 | Block 45/151
[ 4127.4s] 재첫              | 추출중      |  86% |  68블록 | Block 69/72
[ 4143.5s] 투자백서            | 추출중      |  72% |  51블록 | Block 52/72
[ 4154.2s] 마법배             | 추출중      |  78% |  74블록 | Block 75/91
[ 4164.5s] 독3              | 추출중      |  47% |  45블록 | Block 46/151
[ 4173.5s] 재첫              | 추출중      |  87% |  69블록 | Block 70/72
[ 4187.5s] 투자백서            | 추출중      |  73% |  52블록 | Block 53/72
[ 4195.6s] 마법배             | 추출중      |  79% |  75블록 | Block 76/91
[ 4216.5s] 독3              | 추출중      |  48% |  46블록 | Block 47/151
[ 4220.0s] 재첫              | 추출중      |  88% |  70블록 | Block 71/72
[ 4234.6s] 투자백서            | 추출중      |  74% |  53블록 | Block 54/72
[ 4236.5s] 마법배             | 추출중      |  80% |  76블록 | Block 77/91
[ 4255.7s] 재첫              | 추출중      |  89% |  71블록 | Block 72/72
[ 4269.4s] 독3              | 추출중      |  48% |  47블록 | Block 48/151
[ 4278.1s] 투자백서            | 추출중      |  75% |  54블록 | Block 55/72
[ 4283.6s] 마법배             | 추출중      |  80% |  77블록 | Block 78/91
[ 4295.6s] 재첫              | Bible    |  92% |  72블록 | Bible 추출 중...
[ 4311.5s] 독3              | 추출중      |  49% |  48블록 | Block 49/151
[ 4327.2s] 마법배             | 추출중      |  81% |  78블록 | Block 79/91
[ 4332.0s] 투자백서            | 추출중      |  75% |  55블록 | Block 56/72
[ 4332.2s] 재첫              | 완료       | 100% |  72블록 | 72개 블록 완료
[ 4356.2s] 독3              | 추출중      |  49% |  49블록 | Block 50/151
[ 4366.2s] 마법배             | 추출중      |  82% |  79블록 | Block 80/91
[ 4386.2s] 투자백서            | 추출중      |  76% |  56블록 | Block 57/72
[ 4408.3s] 마법배             | 추출중      |  82% |  80블록 | Block 81/91
[ 4417.0s] 독3              | 추출중      |  49% |  50블록 | Block 51/151
[ 4428.9s] 투자백서            | 추출중      |  77% |  57블록 | Block 58/72
[ 4447.0s] 마법배             | 추출중      |  83% |  81블록 | Block 82/91
[ 4463.3s] 독3              | 추출중      |  50% |  51블록 | Block 52/151
[ 4463.9s] 투자백서            | 추출중      |  78% |  58블록 | Block 59/72
[ 4486.3s] 마법배             | 추출중      |  84% |  82블록 | Block 83/91
[ 4508.5s] 투자백서            | 추출중      |  79% |  59블록 | Block 60/72
[ 4510.5s] 독3              | 추출중      |  50% |  52블록 | Block 53/151
[ 4533.0s] 마법배             | 추출중      |  84% |  83블록 | Block 84/91
[ 4557.9s] 투자백서            | 추출중      |  80% |  60블록 | Block 61/72
[ 4563.8s] 독3              | 추출중      |  51% |  53블록 | Block 54/151
[ 4582.3s] 마법배             | 추출중      |  85% |  84블록 | Block 85/91
[ 4604.6s] 투자백서            | 추출중      |  80% |  61블록 | Block 62/72
[ 4608.4s] 독3              | 추출중      |  51% |  54블록 | Block 55/151
[ 4617.9s] 마법배             | 추출중      |  86% |  85블록 | Block 86/91
[ 4645.1s] 투자백서            | 추출중      |  81% |  62블록 | Block 63/72
[ 4654.5s] 독3              | 추출중      |  51% |  55블록 | Block 56/151
[ 4658.2s] 마법배             | 추출중      |  86% |  86블록 | Block 87/91
[ 4694.7s] 투자백서            | 추출중      |  82% |  63블록 | Block 64/72
[ 4700.3s] 마법배             | 추출중      |  87% |  87블록 | Block 88/91
[ 4700.7s] 독3              | 추출중      |  52% |  56블록 | Block 57/151
[ 4736.1s] 투자백서            | 추출중      |  83% |  64블록 | Block 65/72
[ 4738.0s] 마법배             | 추출중      |  88% |  88블록 | Block 89/91
[ 4746.2s] 독3              | 추출중      |  52% |  57블록 | Block 58/151
[ 4781.0s] 마법배             | 추출중      |  88% |  89블록 | Block 90/91
[ 4789.9s] 투자백서            | 추출중      |  84% |  65블록 | Block 66/72
[ 4798.7s] 독3              | 추출중      |  53% |  58블록 | Block 59/151
[ 4828.2s] 마법배             | 추출중      |  89% |  90블록 | Block 91/91
[ 4839.2s] 투자백서            | 추출중      |  85% |  66블록 | Block 67/72
[ 4844.8s] 독3              | 추출중      |  53% |  59블록 | Block 60/151
[ 4864.4s] 마법배             | Bible    |  92% |  91블록 | Bible 추출 중...
[ 4884.0s] 투자백서            | 추출중      |  85% |  67블록 | Block 68/72
[ 4891.2s] 마법배             | 완료       | 100% |  91블록 | 91개 블록 완료
[ 4910.0s] 독3              | 추출중      |  53% |  60블록 | Block 61/151
[ 4930.5s] 투자백서            | 추출중      |  86% |  68블록 | Block 69/72
[ 4959.7s] 독3              | 추출중      |  54% |  61블록 | Block 62/151
[ 4966.6s] 투자백서            | 추출중      |  87% |  69블록 | Block 70/72
[ 5005.5s] 독3              | 추출중      |  54% |  62블록 | Block 63/151
[ 5017.1s] 투자백서            | 추출중      |  88% |  70블록 | Block 71/72
[ 5050.3s] 독3              | 추출중      |  55% |  63블록 | Block 64/151
[ 5068.4s] 투자백서            | 추출중      |  89% |  71블록 | Block 72/72
[ 5090.1s] 독3              | 추출중      |  55% |  64블록 | Block 65/151
[ 5118.2s] 투자백서            | Bible    |  92% |  72블록 | Bible 추출 중...
[ 5134.9s] 독3              | 추출중      |  55% |  65블록 | Block 66/151
[ 5151.3s] 투자백서            | 완료       | 100% |  72블록 | 72개 블록 완료
[ 5182.5s] 독3              | 추출중      |  56% |  66블록 | Block 67/151
[ 5235.5s] 독3              | 추출중      |  56% |  67블록 | Block 68/151
[ 5306.2s] 독3              | 추출중      |  57% |  68블록 | Block 69/151
