작품,작가,출판사,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,총합
식사하고 가세요,인기영,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19835035.0,18091755.0,9904070.0,19084945.0,6753285.0,19920340.0,14165951.0,6024050.0,5283625.0,13686833.0,5532711.0,4472606.0,7350827.0,5499219.0,7055160.0,4501624.0,3250614.0,5410080.0,3315646.0,14922768.0,16369833.0,9963301.0,13997440.0,5889804.0,7890563.0,4435798.0,7492763.0,7240826.0,3617532.0,4583425.0,10166456.0,9340763.0,10859848.0,5371890.0,4871348.0,7026041.0,3227065.0,4706089.0,3362211.0,2967133.0,2013631.0,1593737.0,2040865.0,3093400.0,1207189.0,1017365.0,2517454.0,1971609.0,1479561.0,1392550.0,971922.0,814906.0,625397.0,1817607.0,1778955.0,922961.0,675163.0,572431.0,999419.0,502108.0,729118.0,688680.0,736879.0,881855.0,434725.0,598301.0,863646.0,926931.0,744954.0,769369.0,672473.0,624766.0,478858.0,1620215.0,696119.0,657388.0,377573780.0
재벌가 장남은 가치를 본다,유재무,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343792.0,8735304.0,11548100.0,20653658.0,21130246.0,21078651.0,18985454.0,15577737.0,14486558.0,11631687.0,12141647.0,11359411.0,10822142.0,8662275.0,2902764.0,2577711.0,23950228.0,6862759.0,4585514.0,3185760.0,3178303.0,2704270.0,2180629.0,4335042.0,2668198.0,6146459.0,14036444.0,4018506.0,1955363.0,7627903.0,12533919.0,4548186.0,2268200.0,1506590.0,1540912.0,1516369.0,2157598.0,5555516.0,3664918.0,1794502.0,1543719.0,2898915.0,4708005.0,2015636.0,1217836.0,2396650.0,3801892.0,1774932.0,1783678.0,1579039.0,2630334.0,2356832.0,985662.0,1089437.0,5679581.0,7459419.0,2284392.0,2120705.0,1799225.0,2104917.0,1583810.0,1699925.0,1160913.0,1292409.0,1444803.0,1175416.0,927308.0,701398.0,1138603.0,1981833.0,878061.0,385374510.0
독식하는 재벌 3세,서오,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27232644.0,52257877.0,17175503.0,11744260.0,26010141.0,12677097.0,11025241.0,12415833.0,8465374.0,7700791.0,12855458.0,7265947.0,7346783.0,5433510.0,7511509.0,4971173.0,7665363.0,10694116.0,6020851.0,5292244.0,2628371.0,3086287.0,8808551.0,11837928.0,12275698.0,12770204.0,21000798.0,6846038.0,15573000.0,5736241.0,4068263.0,366393094.0
언어의 주인이란,정보석,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510752.0,516752.0,319946.0,103246.0,10120166.0,4195552.0,3825910.0,3341938.0,3941696.0,2507043.0,2296662.0,3188276.0,2631192.0,2323877.0,3824686.0,2766453.0,2503864.0,2761035.0,2675765.0,2563642.0,2724661.0,3149502.0,5107170.0,2144296.0,3412351.0,2360458.0,1740305.0,4980070.0,5400724.0,5725566.0,4681629.0,4239977.0,3631247.0,5774388.0,9507823.0,19330561.0,18279100.0,14238461.0,9574584.0,7987475.0,7542579.0,8898200.0,7787763.0,7788329.0,6554433.0,4804393.0,4555432.0,4751328.0,6366460.0,6091279.0,7470409.0,11759908.0,10089747.0,6387716.0,4521065.0,4308396.0,3367156.0,7227185.0,4555477.0,3601514.0,319337570.0
주식의 신,유재무,포텐,0.0,0.0,0.0,0.0,0.0,81550.0,0.0,0.0,0.0,0.0,0.0,3706416.0,10425555.0,12735500.0,5877404.0,12950441.0,13285341.0,13978477.0,15895108.0,10388223.0,9035748.0,6472227.0,8954459.0,9410773.0,14276561.0,14374116.0,8612068.0,5850003.0,6204265.0,6416687.0,4434703.0,5422279.0,4863906.0,3896949.0,3217560.0,3866072.0,3049540.0,2609766.0,2336435.0,1753307.0,1527918.0,2841732.0,2158410.0,1158050.0,2121998.0,1641337.0,2720038.0,2282777.0,1296829.0,2645801.0,2969012.0,1943490.0,4305381.0,2873518.0,2544512.0,2574934.0,2290767.0,1427463.0,1412633.0,1487181.0,1966317.0,2452466.0,3346360.0,1604410.0,1040005.0,1141842.0,1758458.0,1630367.0,1492848.0,943786.0,1240579.0,2099142.0,1257831.0,901677.0,908516.0,1026461.0,979871.0,1550338.0,1066635.0,1018600.0,1595180.0,1245453.0,1258363.0,961658.0,5941565.0,3239266.0,1321809.0,823130.0,780926.0,973447.0,2078388.0,1060378.0,1470142.0,1216679.0,980796.0,696922.0,323675831.0
재벌생활기록부,백범,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35972940.0,61252020.0,20497474.0,20735555.0,3964142.0,-194698.0,-66570.0,-14490.0,4148270.0,13774810.0,4618600.0,5481909.0,38278519.0,10560896.0,5093613.0,2723658.0,3398441.0,22774259.0,5362371.0,12836601.0,11408740.0,9231213.0,4329500.0,3402345.0,3645604.0,2836900.0,4378083.0,3907908.0,4543252.0,4034083.0,3483076.0,2066957.0,2053541.0,2935891.0,3532252.0,2012404.0,2991873.0,2397849.0,2311654.0,1203370.0,2106086.0,901881.0,1506264.0,1702262.0,3141153.0,1177618.0,1580909.0,1573839.0,1505029.0,1556924.0,1138534.0,1531611.0,2238602.0,1249361.0,1292194.0,1342077.0,960166.0,919997.0,1683016.0,3752194.0,5921310.0,3304042.0,2088124.0,1625024.0,1507939.0,214701.0,59480.0,46411.0,39130.0,7031.0,34827.0,395612551.0
재벌가 차남은 먼치킨,말리브 해적,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2198596.0,8969999.0,9685368.0,12284915.0,33106267.0,9822589.0,7765556.0,6305954.0,3994439.0,4690747.0,6424204.0,4307896.0,4522611.0,6305873.0,2515928.0,1128490.0,6581079.0,1716818.0,1058621.0,1092630.0,1381805.0,1213707.0,1537762.0,539105.0,437192.0,335048.0,750744.0,1233863.0,1989076.0,2929096.0,4133015.0,3459825.0,1308396.0,1181740.0,2360964.0,875189.0,868726.0,724334.0,1698879.0,2694117.0,5075227.0,972027.0,1070935.0,3462605.0,2361836.0,1630170.0,1062381.0,2811371.0,1167777.0,916495.0,777175.0,889364.0,442435.0,716482.0,1606346.0,1006769.0,1371996.0,3055557.0,1086657.0,1541266.0,1591407.0,875802.0,842102.0,839751.0,718999.0,344747.0,427599.0,710886.0,521998.0,668373.0,1120005.0,456714.0,490542.0,440649.0,209205608.0
재벌집 외동딸과 하룻밤을 보냈다,희나리T,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9261759.0,8770165.0,15064452.0,12175962.0,15935353.0,16806540.0,19315662.0,19617613.0,10931338.0,20945541.0,8992178.0,8239653.0,8885990.0,5217189.0,180159395.0
불행을 보는 재벌집 손자,유재무,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7376814.0,11681364.0,10708391.0,9731074.0,14571697.0,20406786.0,14925082.0,3834605.0,5080069.0,5713647.0,9613295.0,3755538.0,6223518.0,9707438.0,3054469.0,1735063.0,1685065.0,4331601.0,2954624.0,1460471.0,7384346.0,3619815.0,2731861.0,2188400.0,1704520.0,3579990.0,1576927.0,2231171.0,173567641.0
대공자 가출하셨다,와이번스,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6162156.0,11660481.0,17785200.0,14698347.0,12637508.0,12073929.0,13493825.0,8226459.0,7259224.0,5589516.0,5847563.0,3720294.0,7896284.0,2049490.0,14155618.0,2067192.0,1547830.0,732538.0,2505831.0,1602487.0,1278363.0,1618763.0,1802509.0,1225783.0,1204399.0,420347.0,162122.0,326175.0,445806.0,570200.0,323515.0,133411.0,196884.0,130390.0,171871.0,285146.0,277623.0,228186.0,213305.0,247225.0,179950.0,797833.0,1338246.0,357676.0,254453.0,273731.0,187411.0,188895.0,259639.0,179774.0,89813.0,171525.0,125702.0,59149.0,181344.0,61099.0,77567.0,113492.0,92617.0,562920.0,102924.0,82163.0,790040.0,118615.0,76303.0,46729.0,58791.0,116907.0,184661.0,467012.0,81720.0,147830.0,156949.0,83255.0,166854.0,63709.0,58898.0,180886.0,100663.0,39064.0,24028.0,54470.0,171729102.0
드레곤 레어에 조난당했다,이우찬,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6161958.0,5776521.0,18651435.0,19967031.0,18323221.0,23937857.0,26035653.0,12654342.0,9267648.0,7109582.0,8881914.0,5930110.0,8392665.0,171089937.0
깜빵에서 재벌까지,백범,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774400.0,25623078.0,10272982.0,9775704.0,5564773.0,7200589.0,6463886.0,8915717.0,2386007.0,1293589.0,2805088.0,963305.0,708075.0,5233329.0,5886977.0,10836157.0,5928439.0,2416049.0,2324426.0,2591676.0,1493330.0,1121800.0,780768.0,1210049.0,1048079.0,1724544.0,1404420.0,969426.0,746707.0,1119176.0,1866962.0,1859904.0,2445337.0,1352923.0,2355190.0,1859286.0,1450244.0,1228144.0,3835461.0,3674406.0,1997015.0,1266519.0,1474769.0,1372663.0,1196675.0,930781.0,798066.0,759876.0,918844.0,698112.0,714037.0,1349250.0,910854.0,785655.0,166683518.0
리라이프 에이전트,강동호,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310970.0,7472292.0,4088238.0,2299449.0,2345520.0,3360998.0,2090162.0,1908349.0,1527068.0,824282.0,443905.0,502049.0,5429955.0,5245650.0,22495457.0,8553228.0,4013452.0,3233324.0,6212489.0,7641006.0,6522217.0,8772683.0,3765280.0,3267470.0,2504943.0,3399155.0,3027663.0,2136955.0,10721489.0,9419965.0,2060847.0,2269070.0,1646852.0,2801928.0,152314360.0
킬 더 엠페러,트릭스터,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,820104.0,20846166.0,6749038.0,1934690.0,3233793.0,1856533.0,1422732.0,1217700.0,1040435.0,930827.0,934340.0,5340149.0,5324817.0,4340516.0,1945511.0,2167387.0,858419.0,1425454.0,10181530.0,23055913.0,5786899.0,2615322.0,1921404.0,1267141.0,3935453.0,1519690.0,658649.0,1184587.0,1745364.0,1207227.0,774945.0,1392031.0,2048353.0,1170258.0,1492992.0,1317413.0,353807.0,350854.0,603270.0,799329.0,511581.0,422160.0,284899.0,876010.0,294591.0,593935.0,794473.0,282278.0,362085.0,346804.0,8637169.0,3236148.0,992861.0,326367.0,190564.0,734114.0,1099037.0,374320.0,500390.0,148631808.0
EX급 절대반지를 얻었다,김현준,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3219134.0,5767653.0,5040978.0,13773174.0,10112607.0,7680058.0,10406470.0,10405099.0,7067106.0,2680908.0,11180563.0,5582301.0,8889841.0,3697535.0,13113487.0,6426771.0,4082042.0,3295913.0,2513294.0,4597144.0,139532078.0
고려는 천조국이 되기로 하였습니다,소라게,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3425.0,4013.0,17333311.0,14551385.0,6543108.0,7436069.0,11731521.0,18280658.0,7489754.0,4008224.0,2898708.0,3929499.0,1723502.0,4424438.0,1848980.0,2679361.0,3236609.0,2728035.0,5525389.0,2911480.0,2088354.0,2342035.0,1612642.0,2137127.0,928297.0,941496.0,842998.0,815115.0,631014.0,847451.0,953903.0,1415694.0,1168399.0,697867.0,699729.0,137409590.0
화산대도,송재일,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228294.0,10754912.0,4318399.0,4899661.0,3331036.0,4720517.0,3402219.0,2707903.0,2175625.0,4479346.0,2414808.0,1826338.0,1339651.0,5363463.0,1791925.0,728943.0,491502.0,780154.0,2561861.0,4552937.0,12973062.0,8017412.0,5647271.0,3541488.0,2130372.0,3905806.0,10075988.0,3624359.0,3985538.0,2251178.0,3517663.0,1602180.0,1018816.0,880937.0,962465.0,705582.0,603289.0,568950.0,639624.0,606699.0,577662.0,429248.0,589455.0,321234.0,1165368.0,133211140.0
마법 배운 재벌집 늦둥이,서오,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5166523.0,2118542.0,650421.0,22303389.0,11225529.0,6146614.0,4399961.0,11135171.0,3151842.0,2309887.0,3361322.0,5565669.0,14715692.0,7714506.0,8432803.0,3814054.0,1939584.0,5841230.0,4046272.0,2080203.0,2108382.0,1429559.0,1222996.0,959716.0,2351668.0,1154522.0,1044337.0,851708.0,2459559.0,990019.0,670754.0,1286175.0,1444692.0,641094.0,1548494.0,986527.0,877004.0,636420.0,623969.0,602124.0,677867.0,908719.0,616133.0,1247467.0,686276.0,927786.0,747536.0,480617.0,156301334.0
만렙요원 재벌이 되다,준강,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092842.0,1274903.0,11376515.0,8735054.0,6037554.0,5639240.0,4632518.0,3282444.0,2905296.0,3481357.0,2498824.0,2590895.0,2864662.0,2567626.0,1974185.0,1634417.0,4247360.0,2181658.0,2235556.0,2273055.0,3340000.0,4568379.0,6624967.0,4500415.0,4632375.0,2560743.0,2507462.0,1618536.0,1250675.0,1347270.0,1215801.0,1791859.0,1567278.0,1319255.0,1314377.0,113685353.0
재벌가 막둥이는 만능천재,백범,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265366.0,24148672.0,17156163.0,7148000.0,-592985.0,-47532.0,-31570.0,-31780.0,-31766.0,0.0,0.0,-8120.0,0.0,0.0,0.0,0.0,296822.0,768051.0,7509628.0,8604887.0,16058552.0,5807720.0,8398477.0,4292684.0,1752062.0,3849353.0,3759189.0,2920194.0,1600280.0,1523716.0,1941894.0,1624815.0,2708953.0,3285667.0,2048168.0,1590480.0,2413689.0,812382.0,828718.0,831635.0,661679.0,757852.0,749995.0,1057626.0,865166.0,1156588.0,1252134.0,1273151.0,1205489.0,990572.0,924801.0,825602.0,572653.0,664327.0,3211151.0,1802342.0,1181359.0,1159878.0,1483302.0,2160658.0,1621611.0,996818.0,768178.0,707232.0,457077.0,441161.0,515119.0,477792.0,893874.0,483287.0,165520938.0
스킬 복사로 꿀 빱니다,김현준,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389379.0,5816541.0,10336659.0,4228588.0,4668599.0,7409677.0,4509538.0,4536388.0,4330188.0,6327455.0,2893472.0,3652761.0,3184023.0,10481018.0,2338828.0,3463556.0,1292114.0,1265808.0,5956045.0,1679610.0,2157863.0,1422125.0,2064417.0,2268008.0,1016614.0,1559169.0,1985896.0,930893.0,941148.0,1402976.0,1256712.0,995111.0,1400252.0,763955.0,1817105.0,110742491.0
흙수저 회귀로 재벌되다,커피와함께,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3499808.0,6055671.0,10717435.0,7808402.0,10099908.0,5982895.0,4404295.0,5365671.0,3725158.0,3281396.0,3821186.0,1668613.0,1333312.0,1501623.0,3327281.0,1184470.0,947411.0,595794.0,695984.0,436956.0,921864.0,701537.0,809505.0,977287.0,367946.0,408561.0,577516.0,431389.0,266826.0,354878.0,606436.0,1597712.0,607068.0,334341.0,761799.0,1217710.0,613022.0,453242.0,314157.0,1122082.0,1586646.0,1205777.0,504877.0,625366.0,444971.0,369459.0,419469.0,458070.0,378137.0,378366.0,307679.0,432118.0,788162.0,363622.0,594778.0,442117.0,1865602.0,2176151.0,814909.0,434328.0,320351.0,543751.0,463511.0,492638.0,283570.0,253200.0,593392.0,484079.0,286755.0,235908.0,270782.0,108716688.0
빙하기 아포칼립스의 회사원,희나리T,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5592639.0,4627710.0,14290221.0,8190104.0,4694302.0,3342319.0,1335101.0,1569037.0,1409035.0,4173421.0,1572692.0,4274900.0,4698210.0,3466550.0,2023898.0,7855400.0,7339699.0,6020344.0,4627644.0,2191448.0,2351515.0,1410547.0,1769578.0,2634131.0,1575581.0,2529693.0,1357787.0,1422345.0,108345851.0
걸황무적,송재일,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2432534.0,14687107.0,6839060.0,5421790.0,4292997.0,3491209.0,6382410.0,2967049.0,6235661.0,2669561.0,2640162.0,1359910.0,1271379.0,766690.0,788317.0,2989470.0,5989161.0,4954978.0,3767172.0,1629143.0,1502636.0,725702.0,952458.0,793405.0,1158009.0,585492.0,494933.0,403689.0,416243.0,199488.0,600587.0,326834.0,2824901.0,1181011.0,789468.0,691030.0,470338.0,550292.0,215564.0,621504.0,777943.0,518191.0,296969.0,306609.0,537234.0,310484.0,361911.0,510965.0,377712.0,244772.0,166485.0,165554.0,596457.0,598061.0,154582.0,253317.0,221780.0,225976.0,103704346.0
미식축구가 너무 쉬움,김군0619,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7738053.0,8988839.0,9136757.0,8664054.0,9402377.0,7454526.0,7611225.0,5710238.0,5371902.0,4547740.0,4194379.0,3821199.0,4822990.0,3966662.0,3641066.0,95072007.0
