작품,작가,출판사,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,총합
SSS급 천재,북홀릭,포텐,0.0,0.0,3676660.0,1434884.0,1852252.0,956953.0,1331962.0,1572853.0,1282184.0,1227515.0,465913.0,318202.0,355878.0,346404.0,304967.0,227568.0,294315.0,480610.0,293600.0,290736.0,169699.0,153486.0,90497.0,134406.0,409390.0,110916.0,133140.0,115328.0,48143.0,108433.0,129232.0,103816.0,320737.0,441837.0,118500.0,200086.0,258813.0,166374.0,156931.0,243837.0,383053.0,253649.0,735655.0,163297.0,163359.0,145597.0,129944.0,142601.0,205654.0,134231.0,110290.0,123403.0,136662.0,174138.0,138402.0,142785.0,98679.0,88630.0,160567.0,129922.0,84428.0,118131.0,132930.0,100606.0,79107.0,136246.0,220226.0,214743.0,146727.0,74113.0,97545.0,62024.0,66478.0,116646.0,74309.0,76727.0,66648.0,69741.0,55132.0,87688.0,53460.0,48823.0,66652.0,61661.0,28708.0,61770.0,75476.0,22556.0,87298.0,81839.0,64992.0,67742.0,27413.0,52205.0,31616.0,29806.0,27029787.0
불사검마,소구장,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76157.0,5688258.0,2530329.0,2192712.0,1431183.0,1568692.0,1522174.0,1640312.0,1616420.0,1478354.0,2125257.0,1119978.0,942567.0,1101096.0,782036.0,25815525.0
아이돌 공략법으로 데뷔합니다,당근맛쿠키,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2828.0,10772.0,749351.0,874623.0,10924785.0,1524787.0,863573.0,841741.0,615711.0,795835.0,994886.0,711150.0,548577.0,557169.0,806216.0,721652.0,1728600.0,831101.0,815962.0,727389.0,25646708.0
미제사건 전담팀,인디고,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146594.0,726156.0,3914549.0,1498674.0,958242.0,1083052.0,679816.0,626618.0,537723.0,754317.0,484715.0,434109.0,679675.0,579701.0,612513.0,417145.0,491927.0,648876.0,601265.0,627907.0,706103.0,584176.0,506998.0,318058.0,1638583.0,522327.0,723846.0,435461.0,509678.0,1447934.0,633699.0,326720.0,315545.0,25172702.0
전직 랭커는 템빨로 레벨 업,갈드,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100940.0,8382277.0,1495452.0,1335257.0,1562291.0,320457.0,1571641.0,206316.0,161397.0,57700.0,48540.0,637730.0,2358176.0,464185.0,247745.0,255168.0,112498.0,524539.0,251935.0,171012.0,189602.0,236850.0,66933.0,95882.0,56657.0,114041.0,71376.0,22335.0,33301.0,20016.0,104599.0,42528.0,31472.0,56587.0,35498.0,30686.0,53881.0,111728.0,301523.0,93030.0,100830.0,24621.0,57773.0,273384.0,251080.0,90986.0,77113.0,60268.0,109723.0,35594.0,61753.0,69260.0,17003.0,23263169.0
나는 재벌이다,박재학,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006850.0,1053860.0,363360.0,1509926.0,1056168.0,827169.0,2331340.0,698934.0,464566.0,210499.0,196177.0,195504.0,212306.0,342301.0,221450.0,165328.0,156863.0,199268.0,154601.0,138443.0,91443.0,38633.0,184524.0,713678.0,166664.0,398977.0,94276.0,123170.0,202107.0,119703.0,201805.0,109539.0,75314.0,689648.0,604726.0,619396.0,282921.0,348344.0,482442.0,91889.0,164984.0,70951.0,226086.0,202361.0,77829.0,37923.0,87247.0,135328.0,136326.0,97948.0,84556.0,123048.0,80530.0,902999.0,134516.0,185275.0,171939.0,348612.0,337077.0,230235.0,151760.0,50503.0,82799.0,73233.0,57686.0,69808.0,95864.0,194693.0,59192.0,22815420.0
게임 속 빌런의 여동생이 되었다,열살,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248049.0,1582771.0,1216067.0,857357.0,307048.0,298969.0,2229485.0,2160394.0,1420287.0,1421595.0,771803.0,606813.0,724222.0,767435.0,432248.0,251232.0,369336.0,291368.0,1155697.0,441787.0,528568.0,93010.0,111640.0,120880.0,99430.0,63223.0,89617.0,146103.0,61496.0,42116.0,180112.0,129315.0,78383.0,55944.0,291677.0,143616.0,60055.0,83896.0,98492.0,85810.0,30079.0,64776.0,12635.0,95452.0,50412.0,89023.0,74490.0,47619.0,365302.0,124129.0,22071263.0
망겜의 마지막 플레이어,연암,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280840.0,6262886.0,1716830.0,1695101.0,894911.0,1395051.0,1835445.0,527807.0,461023.0,267309.0,206304.0,290192.0,205856.0,202146.0,108080.0,138810.0,60200.0,198730.0,107970.0,180930.0,1039939.0,400802.0,126527.0,115718.0,136506.0,95270.0,121919.0,318459.0,84227.0,263010.0,278412.0,234565.0,83879.0,91177.0,51760.0,7194.0,7899.0,36740.0,35451.0,37204.0,27402.0,30471.0,111933.0,53232.0,32403.0,46592.0,42911.0,33746.0,41565.0,31436.0,9697.0,33873.0,21721.0,28544.0,37986.0,31825.0,39278.0,15186.0,12338.0,5961.0,15481.0,14317.0,30408.0,584.0,4421.0,21356390.0
유산 받아 레벨 업,북홀릭,포텐,0.0,0.0,0.0,0.0,4618100.0,881400.0,347600.0,315300.0,751300.0,603620.0,1380246.0,475723.0,1126309.0,1773520.0,527440.0,284300.0,389460.0,816653.0,252240.0,190900.0,118180.0,635000.0,287950.0,228080.0,58600.0,95980.0,69600.0,92900.0,81589.0,221360.0,108440.0,386970.0,150950.0,208570.0,48000.0,123850.0,367596.0,84821.0,126010.0,66398.0,216390.0,98793.0,72415.0,67295.0,189155.0,106315.0,83775.0,97570.0,24630.0,58735.0,62315.0,56985.0,121905.0,96645.0,141312.0,83337.0,64818.0,43595.0,82882.0,17288.0,81311.0,46612.0,33961.0,49848.0,10691.0,69667.0,51352.0,104116.0,19366.0,42922.0,20268.0,10999.0,28483.0,50586.0,36247.0,56766.0,59442.0,22900.0,13644.0,12906.0,18841.0,40551.0,61156.0,11134.0,25124.0,16400.0,129391.0,194398.0,14920.0,117137.0,29990.0,4756.0,14742.0,20713.0,0.0,13262.0,21615712.0
괴담수집가 회장님,턱선,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251916.0,458651.0,2918436.0,825971.0,545055.0,860383.0,768390.0,215518.0,778591.0,729724.0,197201.0,251822.0,394612.0,315733.0,386055.0,248565.0,187473.0,736627.0,246207.0,192876.0,278167.0,255463.0,283141.0,336482.0,273155.0,413812.0,388455.0,558372.0,268697.0,270479.0,191249.0,230122.0,167784.0,252615.0,240570.0,74977.0,125714.0,165387.0,189345.0,125766.0,139211.0,266109.0,69689.0,159016.0,17233583.0
차원을 넘나들며 재벌 되기,백범,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556570.0,384930.0,332626.0,700582.0,1261965.0,1593674.0,2197442.0,1212576.0,558052.0,391661.0,257800.0,357260.0,283017.0,247814.0,250558.0,116393.0,201853.0,185928.0,121906.0,285708.0,140301.0,392843.0,494009.0,218959.0,241276.0,327201.0,166486.0,248705.0,434006.0,206904.0,195372.0,354738.0,94123.0,253395.0,291467.0,240274.0,257844.0,142004.0,69553.0,78547.0,82010.0,128404.0,115697.0,295016.0,211648.0,17179097.0
돈 주면 힐 해준다,환수림,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25130.0,45115.0,37345.0,15855.0,24465.0,18900.0,26180.0,18585.0,6230.0,67130.0,28175.0,0.0,2332437.0,5006113.0,823225.0,1229652.0,803057.0,153788.0,147048.0,89588.0,126103.0,346865.0,261955.0,97772.0,207116.0,88904.0,47360.0,76624.0,63679.0,17665.0,21243.0,70489.0,22633.0,90267.0,59989.0,81202.0,77530.0,101760.0,75117.0,68715.0,48759.0,76650.0,91594.0,106158.0,60043.0,61275.0,69176.0,71888.0,63217.0,69614.0,49310.0,69933.0,151509.0,80790.0,47200.0,69411.0,12217.0,410312.0,1418873.0,161005.0,176096.0,114442.0,70343.0,103414.0,54995.0,73702.0,29886.0,129674.0,78165.0,66103.0,16986760.0
음공천하,서호,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657778.0,6730378.0,1699320.0,857707.0,591998.0,302464.0,269712.0,244855.0,530174.0,198937.0,180116.0,184081.0,158867.0,153997.0,763745.0,583243.0,393032.0,311386.0,123302.0,114674.0,60350.0,69267.0,125266.0,23810.0,77282.0,71638.0,42827.0,37413.0,16441.0,47006.0,56598.0,16677664.0
용왕의 아들이 되었다,비비다,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1518174.0,894285.0,1879603.0,2420189.0,1724330.0,1041309.0,899870.0,640736.0,591776.0,433984.0,462107.0,259730.0,184652.0,79956.0,101476.0,203492.0,87529.0,85850.0,149584.0,437834.0,82039.0,91236.0,183998.0,277788.0,107231.0,114190.0,66500.0,112637.0,89779.0,43320.0,90278.0,82753.0,22460.0,36225.0,28140.0,19270.0,21770.0,27440.0,18747.0,11907.0,18411.0,19986.0,10555.0,27457.0,51874.0,18046.0,31163.0,90803.0,26738.0,16216.0,8032.0,32126.0,10616.0,4456.0,5732.0,11450.0,8678.0,20361.0,18125.0,19277.0,-337.0,19839.0,6484.0,23740.0,4929.0,114318.0,50548.0,12568.0,13194.0,10938.0,1148.0,7258.0,8157.0,4697.0,17996.0,13559.0,1910.0,24746.0,3057.0,12819.0,12086.0,16437930.0
너희가 정령을 아느냐,철백,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275100.0,333956.0,69300.0,1472506.0,1357697.0,1335416.0,521896.0,617275.0,832922.0,425186.0,330223.0,288528.0,224495.0,312643.0,182962.0,165754.0,218639.0,108210.0,413513.0,344141.0,178121.0,117344.0,97113.0,83828.0,111328.0,129669.0,87961.0,98918.0,98997.0,123199.0,115556.0,240914.0,267539.0,214138.0,20759.0,36376.0,129441.0,80990.0,83026.0,218012.0,918533.0,1684024.0,537335.0,164435.0,301652.0,125842.0,23109.0,53353.0,72036.0,64263.0,57030.0,16365203.0
재벌집 막내 도련님은 악당입니다,백범,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2315704.0,2188051.0,864411.0,559354.0,293782.0,307889.0,322951.0,410423.0,362499.0,188759.0,261747.0,278486.0,272904.0,302582.0,409628.0,359476.0,548452.0,945733.0,585861.0,358098.0,467279.0,299983.0,319676.0,328652.0,838530.0,475406.0,202500.0,247814.0,213491.0,198263.0,15728384.0
아 아이돌 그렇게 하는 거 아닌데,김악개,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25839.0,10934747.0,2977903.0,1669690.0,15608179.0
걷기만 해도 조만장자,하늘곰,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336380.0,1272259.0,4054003.0,2116454.0,1392603.0,1259552.0,463627.0,346922.0,346452.0,768413.0,536044.0,124367.0,224390.0,147976.0,425212.0,342699.0,186802.0,237583.0,153531.0,93266.0,120249.0,297472.0,118680.0,68001.0,15432937.0
회귀로 나 혼자 독식,쩡킴,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11415376.0,108213.0,143873.0,107080.0,721635.0,214286.0,105457.0,295927.0,169912.0,95767.0,80640.0,37576.0,15795.0,152044.0,210122.0,53747.0,101439.0,1539.0,1562.0,37995.0,120781.0,109145.0,73327.0,38902.0,38607.0,37181.0,255204.0,333847.0,0.0,0.0,0.0,0.0,0.0,15076979.0
핵무기도 만들어 드림,북홀릭,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343.0,1197.0,12088513.0,2514230.0,1844204.0,2691314.0,2198417.0,4141391.0,1176024.0,26657633.0
초월자는 분식집을 합니다,제이ST,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133956.0,345254.0,3039032.0,815894.0,285767.0,320663.0,123123.0,177430.0,859141.0,265759.0,172314.0,144025.0,110292.0,70669.0,95571.0,87462.0,41738.0,61350.0,129853.0,268494.0,396119.0,394833.0,680549.0,371920.0,620117.0,577616.0,419462.0,378134.0,370886.0,137194.0,238052.0,161305.0,54600.0,121530.0,90472.0,59261.0,65894.0,88549.0,54463.0,70266.0,21232.0,47679.0,134474.0,13102394.0
귀환무관,범탈,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81200.0,2660557.0,726731.0,406868.0,131285.0,196256.0,521581.0,121770.0,235994.0,788415.0,561926.0,212922.0,102000.0,1595695.0,1013460.0,800161.0,170121.0,115312.0,148768.0,95262.0,54261.0,90800.0,22390.0,32900.0,35716.0,29956.0,36070.0,3361.0,3023.0,44916.0,95360.0,69923.0,94158.0,66475.0,164168.0,180854.0,108689.0,104369.0,45295.0,46580.0,17430.0,35387.0,40283.0,69424.0,54220.0,6752.0,33279.0,29734.0,36633.0,135063.0,140049.0,68873.0,120994.0,90999.0,12894668.0
나 홀로 마법사,북홀릭,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756490.0,193830.0,1187970.0,199262.0,1848130.0,227078.0,465543.0,538400.0,412089.0,281061.0,175630.0,308091.0,277908.0,118560.0,133102.0,110490.0,98920.0,165966.0,103327.0,97973.0,159877.0,77230.0,180818.0,208170.0,668957.0,196643.0,79295.0,101105.0,73724.0,92115.0,60787.0,183142.0,37808.0,63205.0,64200.0,52251.0,176622.0,196403.0,69211.0,101864.0,39092.0,89654.0,27656.0,91916.0,64100.0,53620.0,50937.0,86791.0,57175.0,20358.0,275415.0,320022.0,115284.0,65782.0,65087.0,73415.0,119448.0,72905.0,26380.0,82840.0,48253.0,24897.0,19606.0,28818.0,15307.0,38448.0,12516453.0
EX급 전생헌터,쥬시,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849219.0,1302497.0,340088.0,198996.0,4560825.0,877044.0,1093662.0,279286.0,157794.0,95074.0,52710.0,77756.0,275170.0,83930.0,16730.0,264918.0,116545.0,39155.0,66503.0,56324.0,6415.0,64920.0,44689.0,19599.0,18683.0,114307.0,78826.0,92996.0,46273.0,50938.0,14784.0,12306.0,1219.0,11445.0,26316.0,11649.0,35982.0,43636.0,39831.0,20847.0,-7423.0,11939.0,17490.0,23891.0,3070.0,3700.0,20858.0,15248.0,25416.0,8747.0,10825.0,21221.0,22659.0,17067.0,15936.0,34687.0,12450.0,17734.0,22755.0,6291.0,10932.0,11875380.0
내 딸은 천재화백,택이아빠,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126359.0,249111.0,3118552.0,720045.0,988764.0,463102.0,752710.0,486556.0,386029.0,387376.0,270711.0,535276.0,144607.0,285678.0,495853.0,381660.0,288110.0,166939.0,143643.0,140820.0,79399.0,53886.0,129859.0,146680.0,283320.0,26909.0,34522.0,65773.0,58632.0,12171.0,29294.0,81675.0,202636.0,91242.0,11827899.0
멸망한 세계의 생존지침서,담배태우는 고양이,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864017.0,534818.0,580073.0,420485.0,472990.0,751679.0,683481.0,1103637.0,2727241.0,185324.0,238420.0,353282.0,726658.0,499187.0,911368.0,353693.0,168602.0,160968.0,187450.0,155488.0,161832.0,75744.0,128367.0,159762.0,173576.0,100484.0,43618.0,501252.0,512495.0,662585.0,132897.0,127535.0,122449.0,98275.0,87110.0,74098.0,47915.0,71230.0,89064.0,148505.0,119669.0,86990.0,57623.0,80830.0,75286.0,42176.0,8962.0,49386.0,44979.0,74161.0,58914.0,60743.0,64355.0,47119.0,57626.0,55157.0,55141.0,41291.0,40874.0,32990.0,35898.0,38595.0,25496.0,31895.0,58416.0,45491.0,43591.0,33163.0,84284.0,31702.0,29671.0,14216.0,54455.0,54781.0,13606.0,40305.0,41961.0,11972.0,19845.0,88618.0,79285.0,42993.0,52609.0,34168.0,54186.0,17813128.0
고구려 르네상스,Lucubro,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145714.0,1350477.0,1352335.0,1195836.0,432180.0,535390.0,234864.0,161770.0,108642.0,132090.0,57548.0,401436.0,115150.0,322372.0,148972.0,93303.0,133485.0,93091.0,75509.0,100681.0,110796.0,36988.0,247074.0,593024.0,109965.0,237644.0,102457.0,133214.0,62594.0,54821.0,30393.0,180952.0,134331.0,197423.0,84828.0,75265.0,71419.0,30101.0,42345.0,28642.0,42285.0,30402.0,75689.0,42167.0,37077.0,54127.0,17656.0,12343.0,24660.0,20969.0,12899.0,7627.0,30989.0,35279.0,41922.0,2870.0,23149.0,23821.0,36187.0,49613.0,7192.0,251067.0,201773.0,44798.0,97687.0,77522.0,88539.0,43824.0,58135.0,11247389.0
역천귀,동윤,포텐,0.0,0.0,0.0,0.0,0.0,6160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275470.0,281890.0,444850.0,276850.0,173970.0,72682.0,39501.0,11628.0,45039.0,36177.0,12824.0,20660.0,8358.0,17633.0,4704.0,2520.0,23297.0,23170.0,30880.0,6314.0,4235.0,3760.0,26656.0,11151.0,20930.0,5243.0,9170.0,8680.0,14630.0,476.0,3850.0,9030.0,141079.0,382369.0,1190278.0,983089.0,996014.0,309764.0,578648.0,75845.0,95127.0,231347.0,403915.0,202119.0,258143.0,263631.0,64463.0,33619.0,253267.0,145340.0,100778.0,41671.0,50705.0,14204.0,8512.0,8392.0,24864.0,11519.0,31589.0,7893.0,46692.0,49053.0,27045.0,30669.0,18831.0,34546.0,18249.0,7533.0,39176.0,33907.0,312.0,3024.0,9178.0,22996.0,39957.0,2030.0,34888.0,4410.0,461645.0,10724713.0
EX급 만능사제가 되었다,김현준,포텐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1502146.0,920174.0,4363762.0,3735848.0,10521930.0
